indicator_code,mean,std
IT.NET.USER.ZS,59.171225720868996,28.075034015872472
IT.CEL.SETS.P2,107.82802727828745,39.33502308373088
IT.NET.BBND.P2,15.38781172662225,14.988417394404024
IT.NET.SECR.P6,6.048904994373995,2.9971432198686343
SE.SEC.ENRR,90.54320672287632,25.603234056930848
SE.TER.ENRR,49.805211558388926,29.23543201806389
