country_iso3,country_name,region,income_group,lending_type,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.ADT.LITR.ZS,SE.SEC.ENRR,DII_equal_zmean,DII_equal_0100,DII_pca_pc1,DII_pca_0100,DII_primary
OSS,,,,,,119.911565279297,14.95527230791106,9.7214056632414,86.67107849121096,72.76862640380858,0.10229593740015083,60.38618504566847,0.15942153536942208,60.78045762820783,60.78045762820783
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Blend,19.39334,74.43245999999999,1.077817,4.423619634586005,57.956666310628265,39.14335427248467,-1.5775450834732776,13.918456387958459,-3.6482620064397873,11.691156336843898,11.691156336843898
PAN,Panama,Latin America & Caribbean ,High income,IBRD,70.03574,143.42260000000002,14.13382,7.529802525429527,95.79667680513316,,0.3593615282317885,67.49712826801432,0.45932555746402665,64.6468710886339,64.6468710886339
PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD,65.20788,125.7828,8.480544,6.175727407678014,,100.94140777587882,-0.042418115981451086,56.383107800896084,-0.15584622054465241,56.715972308567885,56.715972308567885
PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD,56.60208,139.8552,6.477549999999999,4.698565648491499,,86.16886805231557,-0.27502890738577906,49.94863275026812,-0.7448939556983736,49.12186911473543,49.12186911473543
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend,22.8376,47.87194,0.21161225,4.214275953328472,,45.30468251668195,-1.653832655318658,11.808191104268976,-3.554839303114374,12.895577655117599,12.895577655117599
POL,Poland,Europe & Central Asia,High income,IBRD,82.6957,130.428,21.92304,10.153808963132596,,110.3766754150388,0.7025771629680098,76.99115227852106,1.548601461600457,78.69000058205002,78.69000058205002
PRE,,,,,,79.25227281322175,0.9917235789642304,3.832037118383671,66.2838409423828,43.39095382690428,-1.3568840091284837,20.0223786047414,-2.599961752446859,25.20602080681006,25.20602080681006
PRT,Portugal,Europe & Central Asia,High income,Not classified,79.015,117.3702,39.9176,9.990201817115793,,119.2803176879886,0.8924242998354682,82.24269997427463,2.042796910297443,85.06125202969008,85.06125202969008
PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD,72.14923999999999,120.27759999999998,8.359376000000001,6.18028766711198,93.92333221435548,84.25402175228857,-0.016900784759374614,57.08896770582914,-0.2845965259922145,55.05610155878718,55.05610155878718
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Not classified,76.37156,82.36024,7.649987999999999,6.28393354233457,97.52714209753088,90.27185481309856,-0.12745417524368108,54.0308420335893,-0.518898442606601,52.035441556048966,52.035441556048966
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,99.5323714,143.677,10.832324,6.170207884657968,,102.36492127889508,0.41052500359050015,68.91241129814173,0.8259956439086901,69.37404396168733,69.37404396168733
ROU,Romania,Europe & Central Asia,High income,IBRD,78.37752,117.6974,29.4503,9.947857895481809,,85.72251281738282,0.46809150439257763,70.50481468977574,1.0700794868677483,72.52081421604467,72.52081421604467
RUS,Russian Federation,Europe & Central Asia,High income,IBRD,85.42668,164.19580000000002,23.17016,9.454406557321075,,95.23604747527062,0.8035079333561024,79.78309722648342,1.6543809455969416,80.05372761013209,80.05372761013209
RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA,24.00496,79.34986,0.17075732,4.400570375472146,77.3433354695638,43.39859769096805,-1.2691720802666178,22.448664223292596,-3.2310163706259676,17.070357760510323,17.070357760510323
SAS,,,,,39.06,85.38,2.258,6.058817377724913,75.49080047607421,77.25242309570314,-0.7945367970648823,35.57801591618436,-1.9105600067966972,34.0939049052173,34.0939049052173
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,97.3794,141.1636,29.173520000000003,5.542392468878175,,108.2549024160678,0.6319872467994373,75.0384954319903,1.3530819571149415,76.16933000671455,76.16933000671455
SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA,49.69776,112.1022,1.0830478,3.4227316915790142,,44.94934618382337,-1.0328306496894808,28.98633613996196,-2.370730034697308,28.16131494682618,28.16131494682618
SGP,Singapore,East Asia & Pacific,High income,Not classified,92.39956,158.5326,26.99414,11.884377845578529,97.39999961853027,103.888831298496,1.0997759358941224,87.97845677588911,2.582533102507159,92.01962245788147,92.01962245788147
SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA,17.02788,93.53684,0.0047830039599999,2.2343523079079817,,60.07579231262208,-1.4161274951973524,18.383586480261883,-3.19373662883456,17.550974507350876,17.550974507350876
SLV,El Salvador,Latin America & Caribbean ,Upper middle income,IBRD,55.23502,167.711,9.341476,4.889514957636673,89.3081012344734,65.43462109175309,-0.10869731132832317,54.54969402735432,-0.6238196783065317,50.68277921040433,50.68277921040433
SMR,San Marino,Europe & Central Asia,High income,Not classified,78.13285,114.2926,33.11164,11.00499826037498,,61.17597626851877,0.3755892294577591,67.94601861414644,0.8803612690142387,70.07493481078126,70.07493481078126
SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD,78.76993999999999,123.6458,25.348059999999997,9.157414372335824,,93.22682189941403,0.4559567358246353,70.1691429648133,1.0142923704248392,71.80159725981066,71.80159725981066
SSA,,,,,27.820000000000004,84.57376912070653,0.5087681702320473,6.769013383810931,67.741796875,44.53789367675784,-1.164857844748757,25.334202515874647,-2.7578221271859285,23.17085811210467,23.17085811210467
SSF,,,,,26.639999999999997,80.64,0.484,6.674311340143683,67.7458526611328,44.53970031738282,-1.202200188260358,24.301239357945665,-2.8458605111955513,22.035852350622793,22.035852350622793
SST,,,,,65.05999999999999,113.1,14.422,9.57932126989025,87.6716522216797,74.90329742431639,0.04154083302577876,58.705578565912866,0.04261250309219179,59.27453579514367,59.27453579514367
SUR,Suriname,Latin America & Caribbean ,Upper middle income,Blend,68.23166,140.482,16.095,8.12055978253102,,72.80599272883393,0.11302033433360477,60.6828430987396,0.1578056759377497,60.75962569466743,60.75962569466743
SVK,Slovak Republic,Europe & Central Asia,High income,Not classified,86.24336000000001,134.7452,30.93478,10.144325663559512,,91.44275970458985,0.7345889824507278,77.87666258757942,1.6172651027709886,79.57522387652077,79.57522387652077
SVN,Slovenia,Europe & Central Asia,High income,Not classified,85.47524,122.175,30.86038,10.787150096122147,,110.2677185058596,0.8403635547763354,80.80259668767424,1.9037001797414952,83.26799341459513,83.26799341459513
SWE,Sweden,Europe & Central Asia,High income,Not classified,93.59196,127.767,39.96886,10.382503157561825,,138.3967193603516,1.2709181819458477,92.71259015671802,2.8705166093442456,95.73235461611965,95.73235461611965
SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD,80.99918,157.12439999999998,26.50118,11.597143322868227,,98.2244548682594,0.9515998900909747,83.87961396612546,2.0223657788507845,84.79785042178442,84.79785042178442
TCD,Chad,Sub-Saharan Africa ,Low income,IDA,9.711582,52.61404,0.0047830039599999,0.9044011697556544,,33.3768762724304,-2.0807070555153744,0.0,-4.555103668420226,0.0,0.0
TEA,,,,,71.47999999999999,125.14,25.808,7.088389773256413,96.2348617553711,88.25254364013672,0.3229258051604392,66.48924402653617,0.5931554786082883,66.37222910452842,66.37222910452842
TEC,,,,,78.67999999999999,128.44,20.369999999999997,9.256322097862505,99.27833251953126,98.7663589477538,0.5731381610583063,73.41061320147342,1.2013221072697275,74.2128163124478,74.2128163124478
THA,Thailand,East Asia & Pacific,Upper middle income,IBRD,74.91207999999999,172.7048,15.57184,7.49986599314908,92.04666392008464,83.48453014101946,0.44883302945982556,69.97208714209916,0.839990322152385,69.55446572448278,69.55446572448278
TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA,43.4976,116.804,0.06149615,4.363072195836086,,91.0216710881583,-0.6210756201244826,40.37629551678762,-1.4589984252244892,39.91551331516159,39.91551331516159
TLA,,,,,71.64,106.92,15.342000000000002,7.612537255026152,94.28389739990232,97.31690979003906,0.16647687319513052,62.16155680553202,0.26587455540294547,62.15286799698503,62.15286799698503
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend,31.4339,107.87640000000002,0.0077477259999999,4.588424481170702,,84.32036886614333,-0.8210489654498956,34.84463684558532,-1.8851373447754967,34.42165817091917,34.42165817091917
TSA,,,,,39.06,85.38,2.258,6.058817377724913,75.49080047607421,77.25242309570314,-0.7945367970648823,35.57801591618436,-1.9105600067966972,34.0939049052173,34.0939049052173
TSS,,,,,26.660000000000004,80.64,0.484,6.674311340143683,67.7458526611328,44.53970031738282,-1.2020625472376254,24.305046781158353,-2.845475098796907,22.040821152559907,22.040821152559907
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,67.66318,127.1366,11.23448,6.020993855162282,81.23666890462239,,-0.13849799274795682,53.72534817508885,-0.3130898157996431,54.68876123946157,54.68876123946157
TUR,Turkiye,Europe & Central Asia,Upper middle income,IBRD,77.50694,97.6434,18.94762,8.814088565232282,,113.3481552124024,0.3101314272519951,66.13532620121443,0.7707573688948905,68.66190276213817,68.66190276213817
TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA,18.19666,83.87024,1.86117,3.6232975409962647,,33.3768762724304,-1.5582569871047265,14.452003323198545,-3.472963754352013,13.951131100528555,13.951131100528555
UKR,Ukraine,Europe & Central Asia,Upper middle income,IBRD,73.9219,128.60219999999998,16.6774,9.01227802066365,,84.84249585091902,0.25024636580125503,64.47878683137786,0.518145718505717,65.405190569672,65.405190569672
URY,Uruguay,Latin America & Caribbean ,High income,IBRD,85.41334,135.28879999999998,31.18418,7.830651703658712,98.8216451053375,119.1147385328602,0.8269199409161304,80.43071971046467,1.886188333488831,83.04222772597475,83.04222772597475
USA,United States,North America,High income,Not classified,90.34878,105.6444,35.4206,11.800666863066938,,99.70296173095704,0.8204906444869792,80.25287264147569,1.9300931697246049,83.60825631276792,83.60825631276792
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend,71.43808,96.05856,17.35866,6.236852052600039,99.8650897417852,95.17103321517054,0.08992753751610462,60.04405061592163,-0.020111470623654582,58.46588769975447,58.46588769975447
VNM,Viet Nam,East Asia & Pacific,Lower middle income,IBRD,72.3219,140.529,17.333199999999998,8.069779000616059,,93.37317920810048,0.326960448282675,66.60085024373478,0.6450306827358552,67.04101302446497,67.04101302446497
VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA,40.84812,84.93522,1.44797025,7.10333005214281,,68.0224125901593,-0.8239929704795079,34.76319983744997,-1.7933894002315898,35.60448821525611,35.60448821525611
WLD,,,,,58.84,105.7,15.75,9.29930469070278,87.01894836425782,76.55929107666013,-0.04339092333568471,56.35619802335698,-0.15028209257036573,56.787705989046934,56.787705989046934
ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD,70.92678,160.547,2.403398,9.56302431013146,,103.9336563743768,0.4457314892919295,69.88629240012538,0.8274447011272297,69.3927254528376,69.3927254528376
ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA,21.0,96.20848,0.430789,3.7519360807539024,78.20232605976955,,-1.1084997818071378,26.893178123628086,-2.376668061261458,28.084760902383408,28.084760902383408
,,,,,88.64,127.24,34.168,10.949727452516257,69.25581817626954,104.459225463867,0.5836144867629206,73.70040911318337,1.8846497250924268,83.02239172586835,83.02239172586835
