country_iso3,country_name,region,income_group,lending_type,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.ADT.LITR.ZS,SE.SEC.ENRR,SE.TER.ENRR,DII_equal_zmean,DII_equal_0100,DII_pillar_mean,DII_pillar_0100,pillar_access_use_pc1,pillar_quality_infra_pc1,pillar_skills_pc1,DII_primary,cluster
MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD,81.77358,103.89088,25.31716,7.04018454481181,,84.78798828125,45.659639739990226,-0.1442197595078289,58.089434770130374,-0.2020727728445949,58.088004921962586,-0.1540488226103018,-0.0119351887598213,-0.4402343071636616,58.088004921962586,1
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,86.66116,126.3876,41.30136,9.230446281878354,,103.5723495483398,65.97377395629884,0.6095323912785876,79.41371303478239,0.8592487014594498,79.39793399199648,0.578173025051632,1.3649150341968987,0.6346580451298185,79.39793399199648,1
MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD,78.60884,188.5648,29.684379999999997,6.701203704613453,,92.19345703124998,57.586824798584,0.4875066810115708,75.96150371310976,0.6890103129010577,75.97977269684783,1.8764517486435817,0.1095681291263973,0.0810110609331945,75.97977269684783,1
MNG,Mongolia,East Asia & Pacific,Upper middle income,IBRD,64.89786000000001,137.1548,10.628858,7.521352593666348,98.5085526277136,93.4604812190166,66.89111839104096,0.0782477581547206,64.38322676333803,-0.004963392172653,62.04570013764808,0.1176385355925219,-0.5996105007456527,0.4670817886351717,62.04570013764808,1
MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA,27.95236,116.8834,0.3538584,2.653307795753036,,36.37880552010596,5.664312657542193,-1.650336840098686,15.480123881722175,-2.3215923700472803,15.530859540018875,-1.637081894597438,-2.424743534641601,-2.9029516809028024,15.530859540018875,0
MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD,67.03182,152.2732,24.45656,7.85807996612388,,91.35154419001285,42.81878540865311,0.0996613357775551,64.98903476984871,0.1424260647826126,65.00508515852229,0.5709959149927719,0.1681845642700904,-0.3119022849150243,65.00508515852229,1
MWI,Malawi,Sub-Saharan Africa ,Low income,IDA,13.654478,51.08124,0.06464482,2.972444878865409,,37.441459257690056,4.851295031139971,-2.1352163067509973,1.762478551062542,-3.0073370204151595,1.76201549672162,-3.778869525212248,-2.352183525006415,-2.890958011026816,1.76201549672162,0
MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,89.81862,133.4314,10.007078,8.86713653907738,95.19666544596356,75.37044449838028,39.80764011576064,0.0144883660003997,62.57942027487194,-0.0642976027391779,60.854347800762376,0.8621830419205936,-0.264389649611858,-0.7906862005262695,60.854347800762376,1
NAM,Namibia,Sub-Saharan Africa ,Lower middle income,IBRD,54.37386,104.817,2.879484,5.3435545946639715,,81.18236255857582,25.659773721836963,-0.8683917475150622,37.60200403096655,-1.2233355340944192,37.58240173667727,-1.0526007692978308,-1.5703105125944672,-1.0470953203909596,37.58240173667727,0
NLD,Netherlands,Europe & Central Asia,High income,Not classified,92.2173,121.1884,42.84432,11.86786370792458,,128.0636657714844,86.12647247314453,1.1062730487175807,93.46692136532394,1.5564684332046947,93.39718246613302,0.6339053637159918,2.1569329905113306,1.8785669453867615,93.39718246613302,1
NOR,Norway,Europe & Central Asia,High income,Not classified,97.41986,109.0496,43.75802,10.513873780715803,,119.267398071289,89.97731018066406,0.9584934739644212,89.28611369455251,1.3480087534581928,89.21158828292577,0.5026003148909591,1.8337604396091969,1.707665505874423,89.21158828292577,1
NPL,Nepal,South Asia,Lower middle income,IDA,39.995,134.11020000000002,3.994829999999999,5.495078489708136,,83.40371962998142,14.14158879365332,-0.8380968225791592,38.45907277520287,-1.1793299023517092,38.46597651945843,-0.7971132678541588,-1.474592051452818,-1.2662843877481504,38.46597651945843,0
NZL,New Zealand,East Asia & Pacific,High income,Not classified,93.28144,120.5704,34.8045,9.830978231927425,,116.3881896972654,78.1987747192383,0.7563598466248976,83.56758445183748,1.0639259077123788,83.50758111881332,0.6541137728477153,1.210311414095657,1.327352536193764,83.50758111881332,1
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,92.29516,138.0912,10.653414,5.469997864586861,96.62999979654948,97.37762225620789,45.58628529435775,0.0545274881496465,63.712160501605794,-0.018975710240113,61.764351355630694,1.0631150051538023,-1.1557358909849278,0.0356937551107862,61.764351355630694,1
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Blend,19.39334,74.43245999999999,1.077817,4.423619634586005,57.956666310628265,39.14335427248467,10.78435715873472,-1.826133998584817,10.506675352544264,-2.638451564580366,9.16874671730804,-2.9964386608534697,-1.9083641201153871,-3.01055191277224,9.16874671730804,0
PAN,Panama,Latin America & Caribbean ,High income,IBRD,70.03574,143.42260000000002,14.13382,7.529802525429527,95.79667680513316,,51.82278698393727,0.0868346755226446,64.62615783185723,0.0237792337439055,62.6228139852408,0.4486996868643786,-0.4258876533237207,0.0485256676910587,62.6228139852408,1
