cluster,High income,Low income,Lower middle income,Not classified,Upper middle income
0,0.7088607594936709,0.0,0.012658227848101266,0.0,0.27848101265822783
1,0.0,0.13333333333333333,0.5333333333333333,0.022222222222222223,0.3111111111111111
