cluster,East Asia & Pacific,Europe & Central Asia,Latin America & Caribbean ,"Middle East, North Africa, Afghanistan & Pakistan",North America,South Asia,Sub-Saharan Africa 
0,0.13924050632911392,0.5822784810126582,0.11392405063291139,0.08860759493670886,0.02531645569620253,0.012658227848101266,0.0379746835443038
1,0.17777777777777778,0.044444444444444446,0.2222222222222222,0.13333333333333333,0.0,0.1111111111111111,0.3111111111111111
