country_iso3,country_name,region,income_group,lending_type,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.ADT.LITR.ZS,SE.SEC.ENRR,SE.TER.ENRR,DII_equal_zmean,DII_equal_0100,DII_pca_pc1,DII_pca_0100,DII_primary,cluster
IRL,Ireland,Europe & Central Asia,High income,Not classified,85.02180000000001,103.0542,28.90744,10.678798598274993,,130.4650436401366,77.00654449462891,0.8657011297471775,86.74927299352713,2.286544776723719,87.61440072134215,87.61440072134215,0
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,61.05146,105.38528,9.69766,5.8564155258832695,86.20348527978163,82.93817647298177,64.78532638549802,-0.2357737252578226,55.05429533150249,-0.5730692077588037,54.08964626773019,54.08964626773019,1
ISL,Iceland,Europe & Central Asia,High income,Not classified,97.23205080000002,116.7366,38.52954,10.764631477875382,,115.8710037231444,72.32589263916016,1.0122200710250733,90.96536067793036,2.623138452111931,91.56046490317284,91.56046490317284,0
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,81.82149999999999,129.3854,27.95306,8.73629729013644,,96.47518310546872,58.73481292724608,0.5030514378021934,76.31401536317095,1.249275621330075,75.45395042085514,75.45395042085514,0
ITA,Italy,Europe & Central Asia,High income,Not classified,64.95624000000001,139.24380000000002,27.06324,8.919835858816105,,101.2498519897462,63.03180541992187,0.5003361941895323,76.23588413279452,1.1720668445774862,74.54879143913938,74.54879143913938,0
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,62.03094,98.76892,3.5131900000000003,4.430973751278681,,89.39307106071215,32.1955774966003,-0.5664479338260894,45.53913335902939,-1.366610782750978,44.78654221427896,44.78654221427896,1
JPN,Japan,East Asia & Pacific,High income,Not classified,91.4888,136.4582,31.99742,8.984211898066599,,102.0693038940428,62.49006118774414,0.7325700525814064,82.91842156944152,1.8099422369389235,82.02693919508147,82.02693919508147,0
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD,76.52516,139.8402,13.08236,6.92745777996146,,96.88345764044875,50.73505378992656,0.1865294981576025,67.20608542633143,0.3767846127040011,65.22528075218777,65.22528075218777,0
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA,49.6894,131.516,3.942196,4.81924766654947,,90.43552537608544,42.62157573730834,-0.3772313469331332,50.98384729653418,-1.0604086649673157,48.37631022757634,48.37631022757634,1
KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA,31.0094725,124.7808,0.8243503999999999,4.191898257407543,,49.62533249235107,13.085449086149524,-1.0800437077232754,30.760396915783332,-2.804103495189199,27.934061258857696,27.934061258857696,1
KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified,93.99784,124.0604,40.75434,7.505228010783848,,98.8233383178711,93.73509826660155,0.8565598891892795,86.48623347522197,2.1458161020786584,85.96456466386753,85.96456466386753,0
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,92.9483,178.4346,2.221146,5.998076553320247,95.93000030517577,,55.12550120897296,0.3996221228561869,73.33783319077148,0.5706806641033009,67.49842585077798,67.49842585077798,0
LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA,29.78254,56.08588,0.5291686,2.830407350106095,,64.84802924328142,15.77883824779794,-1.421954249000464,20.9219090747313,-3.3724252145296805,21.2713276888958,21.2713276888958,1
LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend,59.175160000000005,99.1547,15.67426,5.3970136124198795,,89.31715240478516,17.6359016418457,-0.4643811936167228,48.476107395496946,-1.0835474880730724,48.10504166924103,48.10504166924103,1
LIE,Liechtenstein,Europe & Central Asia,High income,Not classified,96.85695,119.60920000000002,43.15538,10.232725701259552,,116.0931945800782,36.730540466308625,0.8377411085228372,85.94472240019454,2.201270247007024,86.61468268757517,86.61468268757517,0
LKA,Sri Lanka,South Asia,Lower middle income,IDA,24.57,123.5982,5.370652,5.431912035005177,92.16322642719726,94.57700357138351,17.972223242756638,-0.5331496900620938,46.49729149354233,-1.7097538717826015,40.76369582149184,40.76369582149184,1
LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA,35.91112,93.5568,0.17981608,3.3194953148890995,92.00247690114004,58.53195350666937,9.99222864445662,-1.0315974343153829,32.15444013564832,-3.033314342904637,25.246902282344703,25.246902282344703,1
LTU,Lithuania,Europe & Central Asia,High income,Not classified,76.9349,142.31040000000002,28.64588,9.51726782018978,,102.731932067871,68.75490264892576,0.6995979993822364,81.96964957989479,1.677624570046928,80.47570979261663,80.47570979261663,0
LUX,Luxembourg,Europe & Central Asia,High income,Not classified,97.21166,133.78,35.86422,10.261229344199476,,106.2356735229492,19.71971206665042,0.6606320777012672,80.84840381414111,1.702495544961585,80.767285275028,80.767285275028,0
LVA,Latvia,Europe & Central Asia,High income,Not classified,81.7739,121.7284,26.58168,9.221596702170238,,110.2269744873046,86.17022705078124,0.7351646301317891,82.99308062963532,1.8461156786108577,82.4510194228235,82.4510194228235,0
MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified,82.53584,212.783158,28.64996,7.5983435608230145,,96.2463775058917,78.84819504892548,1.0075574460491907,90.83119348039016,2.1149122501268844,85.60226260003095,85.60226260003095,0
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,65.20754,124.1218,3.991788000000001,5.292194789857995,,78.6768986118958,33.43222055745974,-0.4172833501209252,49.83134949725338,-1.0934490787864697,47.988960128456824,47.988960128456824,1
MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD,59.5921,115.7426,18.61422,7.855085265735626,,99.4074360673998,52.903235487746734,0.0970375368825484,64.6309510956156,0.248462229309324,63.720890153473,63.720890153473,0
MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA,6.4829740000000005,38.024420000000006,0.09862188,1.7008957134474825,,34.88220279855542,4.959464292490828,-2.029468022225655,3.440678900250984,-4.851520821166819,3.931114186303251,3.931114186303251,1
MDV,Maldives,South Asia,Upper middle income,IDA,65.46634,180.702,8.183072,6.074306654276358,96.8166681925456,72.58410999907454,,0.1368837077246851,65.77752606191659,-0.1525556531730805,59.01954720485021,59.01954720485021,0
MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD,59.258979999999994,93.29722,13.82348,5.1654813374477,95.0137881254235,104.088816833496,39.11662406921386,-0.1995547866889004,56.0964965616695,-0.6416260983668877,53.28591788473479,53.28591788473479,1
