indicator_code,pc1_loading,scope
IT.NET.USER.ZS,0.4524535365626052,global
IT.CEL.SETS.P2,0.2786998347266912,global
IT.NET.BBND.P2,0.4302232340869943,global
IT.NET.SECR.P6,0.4446716053266508,global
SE.ADT.LITR.ZS,0.06683006652774656,global
SE.SEC.ENRR,0.41850435113882384,global
SE.TER.ENRR,0.3939228121460121,global
