country_iso3,country_name,region,income_group,lending_type,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.ADT.LITR.ZS,SE.SEC.ENRR,DII_equal_zmean,DII_equal_0100,DII_pca_pc1,DII_pca_0100,DII_primary
BGR,Bulgaria,Europe & Central Asia,High income,IBRD,62.52418,122.1234,25.53834,10.093460214577618,,103.4110290527344,0.6800766764685108,74.73297264299094,1.5289945097560333,75.27230742644619,75.27230742644619
BHR,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,97.14052,164.3668,13.151230000000002,5.916359804330329,,100.9282292795624,0.6921893435263292,75.07451641173728,1.440276346756443,74.13406966035309,74.13406966035309
BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified,82.45866,94.18072,21.34756,7.294289941947556,,82.63571048733252,0.2211092873853287,61.79135944988718,0.5648735313072433,62.90281203058097,62.90281203058097
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD,63.56298,102.13144,20.19866,7.131486524833439,,84.7470672607422,0.11409694643220195,58.77390688910643,0.28749887044447814,59.34414598434279,59.34414598434279
BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD,73.93978,121.423,32.81064,7.784075302959469,,102.076068510283,0.6851228536745866,74.87526090803597,1.5385592853410133,75.39502174363827,75.39502174363827
BLZ,Belize,Latin America & Caribbean ,Upper middle income,Blend,49.48032,63.12293999999999,5.832956,9.474366904066676,,85.81698031733588,-0.2680327518630096,47.998904432368086,-0.46529774002419805,49.68590348639694,49.68590348639694
BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD,42.5555,95.78106,3.668833999999999,4.554843654559824,,89.63492287626063,-0.49014125777938106,41.73605779263239,-1.087048896451768,41.70895013851042,41.70895013851042
BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD,66.2037,111.00134,14.19818,7.2507738889752735,93.014386119909,103.0932662963866,0.3054552802192628,64.16968357401628,0.6519354482091503,64.01980046288956,64.01980046288956
BRB,Barbados,Latin America & Caribbean ,High income,IBRD,72.61582000000001,118.1756,32.16486,6.655012249275711,,108.1228164672852,0.605380398810101,72.62674384457709,1.3621289722734682,73.13145317292702,73.13145317292702
BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified,89.21333999999999,123.4322,9.92592,8.019663431418419,,89.8138198852539,0.39872835998383926,66.79972690248442,0.8940138512721388,67.12562199261484,67.12562199261484
BTN,Bhutan,South Asia,Lower middle income,IDA,55.65588,93.88586,2.150436,5.112313755078384,,87.13176175733992,-0.4015607689651274,44.23378301223912,-0.8703983664677281,44.48853671846542,44.48853671846542
CAN,Canada,North America,High income,Not classified,92.08286,86.69402,37.98622,9.971070972062057,,111.6265762329102,0.9192488223114251,81.47696681705769,2.190202292865745,83.75548206086295,83.75548206086295
CEB,,,,,,122.7647301049104,24.30888943928316,9.51179820186143,99.3788833618164,101.2947723388672,0.7677795624566505,77.20595188590548,1.3878741434216175,73.46175899875313,73.46175899875313
CHE,Switzerland,Europe & Central Asia,High income,Not classified,90.2492,130.9462,45.72138,10.69661487126614,,104.033544921875,1.2978219236462907,92.15168305904662,2.9231768349171214,93.15941105510429,93.15941105510429
CHL,Chile,Latin America & Caribbean ,High income,IBRD,82.48666,128.7826,16.50826,8.614712332289972,,102.456690979004,0.6210238468284079,73.06784588815314,1.3827186922443464,73.39561550532612,73.39561550532612
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,Blend,39.46464,116.1382,0.5805606,2.6993478531402864,,48.83599448756114,-0.8836336983600775,30.640657375234102,-2.0533458635414332,29.3115372073188,29.3115372073188
COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD,61.086940000000006,127.8878,12.98624,6.139680822087462,94.82654234845911,99.5343521118163,0.27511455267384016,63.31415882600626,0.47193291600668635,61.71040097559201,61.71040097559201
CPV,Cabo Verde,Sub-Saharan Africa ,Upper middle income,Blend,54.32226000000001,118.1792,3.23552,5.759786834006393,,96.90085735923188,-0.11754481151360059,52.24224886282817,-0.29194101544933143,51.9100384802451,51.9100384802451
CRI,Costa Rica,Latin America & Caribbean ,High income,IBRD,70.38148,165.01399999999998,14.96078,6.807287582791944,,122.8506454467774,0.754419377321017,76.82923155168085,1.569975626423262,75.7980876399919,75.7980876399919
CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified,53.61638000000001,41.559659999999994,0.6020085,2.6169490145255914,,98.56670294377771,-0.8740607640262485,30.910587693200426,-1.8035843040833983,32.515932224996945,32.515932224996945
CYP,Cyprus,Europe & Central Asia,High income,Not classified,79.77126,135.366,34.02096,8.896339990289874,,100.06682434082023,0.9051378994504227,81.07907775171557,2.0060063142042788,81.39228142430412,81.39228142430412
CZE,Czechia,Europe & Central Asia,High income,Not classified,78.48486,120.2632,30.594780000000004,10.225546569416863,,102.3521514892576,0.8670650547086896,80.00552864664112,1.968286758716737,80.90834644273374,80.90834644273374
DEU,Germany,Europe & Central Asia,High income,Not classified,86.26415999999999,126.3332,39.79626,10.51588996185398,,101.2260452270508,1.1149682021291931,86.99571295946966,2.5184062171766164,87.96627823833025,87.96627823833025
DNK,Denmark,Europe & Central Asia,High income,Not classified,97.15266,123.896,43.24902,11.277139838222904,,130.9443786621094,1.5191604170618311,98.39281747221321,3.4563558447030336,100.0,100.0
DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD,68.03908,82.81548000000001,7.600076,4.545084051767058,93.22272731720484,80.40904173340674,-0.22704310609419842,49.154699273308644,-0.7354439238234409,46.21997747564704,46.21997747564704
EAP,,,,,54.02,114.1864271995722,19.5137803979938,6.115055004597836,95.8535430908203,85.71690216064452,0.16063324457023606,60.08610201291346,0.16896343145130352,57.82335803381815,57.82335803381815
EAR,,,,,,93.99510578683932,3.7059309981829456,6.0388064857270125,79.2595764160156,73.26944580078126,-0.4776141708708822,42.08928705698172,-0.9183079261295041,43.87386585152945,43.87386585152945
EAS,,,,,57.92,115.64,20.619999999999997,7.217607942261798,95.6175796508789,87.34117431640624,0.2842129881663867,63.57070958670879,0.5139079374668426,62.248932805412906,62.248932805412906
ECA,,,,,60.96,109.375909654653,13.79255334025234,7.667226230365783,98.57597351074216,100.01000976562496,0.329390865951386,64.84460100707027,0.5942723316030198,63.279993248531085,63.279993248531085
ECS,,,,,75.02000000000001,123.58,26.72,9.452910788233105,98.41791229248044,104.7304092407226,0.7951169445348215,77.97679058378006,1.8411349577161098,79.27701214733881,79.27701214733881
ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD,55.10065999999999,87.00829999999999,10.607082,5.295469381350148,93.8799997965495,96.76958033488977,-0.09051693306925435,53.004360412748255,-0.3931913821405903,50.611014838386126,50.611014838386126
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,45.64498,93.45614,5.319122,3.2408861031368197,,76.76929770033748,-0.6550813456330253,37.08520270399002,-1.4604561783359409,36.918203170759256,36.918203170759256
ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA,4.299162399999999,23.593656,0.0399078999999999,0.3961723822372215,,45.751646677653035,-1.945702206354643,0.6932577517035278,-4.231372289886069,1.3678574669512855,1.3678574669512855
ESP,Spain,Europe & Central Asia,High income,Not classified,84.13579999999999,112.6746,31.13094,8.985113717918933,98.2766672770182,121.3270782470704,0.9246381217638479,81.62893018211153,2.2335842056181296,84.31206404802998,84.31206404802998
EST,Estonia,Europe & Central Asia,High income,Not classified,88.66766,145.237,32.1865,10.464531741525496,,111.6163360595702,1.2159226978661304,89.84235101046963,2.697127564360387,90.25924035672472,90.25924035672472
FCS,,,,,22.48,70.14,1.52,5.42556874595336,67.11580505371091,44.94459381103516,-1.1309508649511215,23.66699610394144,-2.599405163643051,22.305696499087478,22.305696499087478
FIN,Finland,Europe & Central Asia,High income,Not classified,88.0184,131.0914,31.56024,10.123003847155996,,149.90293725585954,1.3790751560135484,94.44279987692549,3.1113245791293385,95.57331211918022,95.57331211918022
FJI,Fiji,East Asia & Pacific,Upper middle income,Blend,53.404340000000005,110.9186,1.6951639999999997,4.959345208956601,,90.243881902916,-0.3052256073771847,46.950168593917894,-0.7019096028124936,46.65021666618491,46.65021666618491
FRA,France,Europe & Central Asia,High income,Not classified,80.63224,105.8672,43.44598,9.589182529845584,,103.662089538574,0.9445941899312377,82.19163620702862,2.182669132175424,83.65883299030214,83.65883299030214
GBR,United Kingdom,Europe & Central Asia,High income,Not classified,92.08186,119.728,39.0963,9.880705746506402,,122.14203834533674,1.218947797298005,89.92765046234614,2.7770744829877274,91.28494466560262,91.28494466560262
GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD,59.45984,144.5924,20.49208,7.358738166528264,99.6373613391459,109.5169883817944,0.642309529804898,73.66804337970704,1.3203611113279297,72.59557917452877,72.59557917452877
GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA,30.79148,127.853,0.2252645999999999,3.9605820612557574,,68.07179364073318,-0.6377440181162621,37.574067472731656,-1.5259068726996512,36.07848276151074,36.07848276151074
GRC,Greece,Europe & Central Asia,High income,Not classified,70.74510000000001,115.4154,35.1484,8.143528662571276,,104.3956192016602,0.7023819081475622,75.36191859304957,1.5945196263841996,76.11298265970343,76.11298265970343
GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend,57.14256,101.72248,21.06172,5.7056385443136,,106.35986148406676,0.13249206945344186,59.29259857056988,0.3233168582646778,59.80368420136609,59.80368420136609
GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD,37.42324,117.9816,3.153695,4.120901919272042,,53.99846097306636,-0.7018518876892069,35.76640254842343,-1.6407847397375357,34.60462078860958,34.60462078860958
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified,88.8189,207.04952800000012,35.36546,9.869251955127954,,107.0322326172794,1.5761582856854643,100.0,3.334871086351628,98.4413728228243,98.4413728228243
HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA,32.7664,81.99118,2.904662,4.087800573741601,88.15500068664552,54.190553342836374,-0.7685080027678195,33.88688413639509,-2.1198622981939423,28.45814354555306,28.45814354555306
HPC,,,,,,67.40463572230144,0.4242616961499045,2.573639766393065,62.82831268310548,40.65403747558596,-1.4354948428034393,15.079696754576238,-2.6640583573650805,21.476207876861526,21.476207876861526
HRV,Croatia,Europe & Central Asia,High income,IBRD,72.80258,107.517,26.53114,9.405471648176318,,104.2022491455076,0.6343940503870398,73.4448487142461,1.4703358419985268,74.51972747333548,74.51972747333548
HUN,Hungary,Europe & Central Asia,High income,Not classified,77.05814000000001,102.3148,30.1375,9.46691250574806,,103.8390670776368,0.6892853888034305,74.99263290618123,1.6121696628594795,76.33942939180245,76.33942939180245
IBD,,,,,47.1,105.88,12.44,6.729277579775209,89.04953308105468,84.51482086181642,-0.06215773341334415,53.80401154514336,-0.2613238352749818,52.30285128866499,52.30285128866499
IBT,,,,,39.879999999999995,97.74,9.48,6.446037191074357,84.23709564208987,71.71118469238283,-0.3428932478555957,45.888045130326574,-0.9009922208489202,44.0960231756953,44.0960231756953
IDA,,,,,19.3,74.38,1.16,3.911716695374051,66.8718475341797,46.45216827392578,-1.2222058797200757,21.093856636603956,-2.8626801156908535,18.92792713196764,18.92792713196764
IDB,,,,,22.58,75.02000000000001,1.12,4.506474853320646,65.79735412597657,44.82152252197264,-1.1836288947224225,22.181621104996964,-2.7308405814516123,20.619404185385918,20.619404185385918
IDN,Indonesia,East Asia & Pacific,Upper middle income,IBRD,33.48822,136.30599999999998,2.576668,6.810651247684108,95.42000071207684,90.87316350781094,0.009391702863644885,55.82150810482507,-0.30322807229058046,51.76522761029045,51.76522761029045
IDX,,,,,17.54,74.02000000000001,1.2,3.326685235133445,67.36369323730472,47.42062072753906,-1.2599716054880628,20.028967438653684,-2.97906475718907,17.43473351898572,17.43473351898572
IND,India,South Asia,Lower middle income,IBRD,19.84096,82.74314,1.335584,5.0014349117274,,75.41945190429688,-0.8557553066480288,31.4267510510917,-1.893313523051355,31.36472279619218,31.36472279619218
IRL,Ireland,Europe & Central Asia,High income,Not classified,85.02180000000001,103.0542,28.90744,10.678798598274993,,130.4650436401366,1.0323423029879377,84.66589072840756,2.4025333575140406,86.47965069247182,86.47965069247182
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,61.05146,105.38528,9.69766,5.8564155258832695,86.20348527978163,82.93817647298177,-0.10812465349929722,52.50787131038933,-0.3159067605961716,51.60256236378379,51.60256236378379
ISL,Iceland,Europe & Central Asia,High income,Not classified,97.19514,116.7366,38.52954,10.764631477875382,,115.8710037231444,1.2496929492607483,90.79457886233516,2.8614772028626287,92.36781608758004,92.36781608758004
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,81.82149999999999,129.3854,27.95306,8.73629729013644,,96.47518310546872,0.7531135739970017,76.79241150318147,1.6787890421239644,77.19414381406642,77.19414381406642
ITA,Italy,Europe & Central Asia,High income,Not classified,64.95624000000001,139.24380000000002,27.06324,8.919835858816105,,101.2498519897462,0.7242340376900949,75.97808831384384,1.5763591527234442,75.87998711209603,75.87998711209603
JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD,56.143139999999995,110.0492,9.639548,4.955053724362894,,85.41101177289372,-0.209228513133162,49.65702160988001,-0.48146098395238485,49.47853203009523,49.47853203009523
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,62.03094,98.76892,3.5131900000000003,4.430973751278681,,89.39307106071215,-0.33612544382569354,46.07887851850407,-0.7346762652433602,46.229826394490395,46.229826394490395
JPN,Japan,East Asia & Pacific,High income,Not classified,91.4888,136.4582,31.99742,8.984211898066599,,102.0693038940428,0.9934524786622726,83.5693050546936,2.211361821429567,84.02695493304336,84.02695493304336
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD,76.52516,139.8402,13.08236,6.92745777996146,,96.88345764044875,0.42404150953807607,67.5134878319581,0.892858967320923,67.110805043252,67.110805043252
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA,49.6894,131.516,3.942196,4.81924766654947,,90.43552537608544,-0.17870510650282534,50.517697403719566,-0.4766323071282983,49.54048306848022,49.54048306848022
KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA,31.0094725,124.7808,0.8243503999999999,4.191898257407543,,49.62533249235107,-0.7703240237071751,33.83567735982069,-1.8195527568306673,32.31105990383426,32.31105990383426
KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD,67.8,154.4696,41.0724,8.093488241122218,,117.5694806244106,1.1126847933288144,86.93132713564184,2.413442337906591,86.61961091090451,86.61961091090451
KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified,93.99784,124.0604,40.75434,7.505228010783848,,98.8233383178711,0.9267788658106433,81.6892932537764,2.089209032350692,82.45975704410799,82.45975704410799
KWT,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,92.9483,178.4346,2.221146,5.998076553320247,95.93000030517577,,0.636888328903512,73.51518048187023,1.0171482956050195,68.70541433848679,68.70541433848679
LAC,,,,,59.879999999999995,107.4137452015492,12.05327000045276,6.612201704282493,93.61632385253908,96.9692123413086,0.14720997714168874,59.707602932194746,0.21038994350025034,58.354852588454506,58.354852588454506
LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA,29.78254,56.08588,0.5291686,2.830407350106095,,64.84802924328142,-1.2067761368435739,21.52893278520706,-2.6184885938321,22.06085958843281,22.06085958843281
LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend,59.175160000000005,99.1547,15.67426,5.3970136124198795,,89.31715240478516,-0.10216464386411492,52.67592712690339,-0.20377290690718178,53.04121914849377,53.04121914849377
LCN,,,,,60.67999999999999,107.82,12.2,6.772440705384797,93.92671356201171,96.58372955322264,0.16752524186256737,60.280437308201954,0.2586475161605015,58.973988398357754,58.973988398357754
LDC,,,,,16.28,70.01972934008124,1.057261649403172,3.049261422548769,65.00124435424804,45.370046997070325,-1.348813223813635,17.52387908778931,-3.1584446352021853,15.133322570782862,15.133322570782862
LIE,Liechtenstein,Europe & Central Asia,High income,Not classified,96.85695,119.60920000000002,43.15538,10.232725701259552,,116.0931945800782,1.2953184606739652,92.08109231512512,2.9538669439633085,93.55315952757938,93.55315952757938
LKA,Sri Lanka,South Asia,Lower middle income,IDA,24.57,123.5982,5.370652,5.431912035005177,92.16322642719726,94.57700357138351,-0.1811704284348495,50.44818213182963,-0.7234902272603556,46.373341211014115,46.373341211014115
LMY,,,,,,96.50708577673032,9.259206408474292,6.063295980303683,84.04781036376954,71.50323638916015,-0.32456008860107766,46.40498960464639,-0.687075427743716,46.84053641268594,46.84053641268594
LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA,35.91112,93.5568,0.17981608,3.3194953148890995,92.00247690114004,58.53195350666937,-0.6975692637029015,35.88716072079159,-2.0470643771400123,29.392127526229377,29.392127526229377
LTE,,,,,,115.9638939472574,21.82678098576882,7.07822684841591,95.92875213623049,90.73857879638676,0.3743779646891983,66.11311298502959,0.580811497449273,63.1072932141877,63.1072932141877
LTU,Lithuania,Europe & Central Asia,High income,Not classified,76.9349,142.31040000000002,28.64588,9.51726782018978,,102.731932067871,0.9153124018492909,81.36597062822578,2.0111706287065023,81.45853863256531,81.45853863256531
LUX,Luxembourg,Europe & Central Asia,High income,Not classified,97.19514,133.78,35.86422,10.261229344199476,,106.2356735229492,1.2062763445611602,89.5703504802221,2.7111101068623977,90.43863381352865,90.43863381352865
LVA,Latvia,Europe & Central Asia,High income,Not classified,81.7739,121.7284,26.58168,9.221596702170238,,110.2269744873046,0.8259339339863059,78.84574460261294,1.8700209962261392,79.64761472558524,79.64761472558524
MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified,82.53584,207.04952800000012,28.64996,7.5983435608230145,,96.2463775058917,1.1735065210281557,88.64633193193795,2.406737928679563,86.53359456967819,86.53359456967819
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,65.20754,124.1218,3.991788000000001,5.292194789857995,,78.6768986118958,-0.16055659160697222,51.02943541691607,-0.4044870360575156,50.46609366952669,50.46609366952669
MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD,59.5921,115.7426,18.61422,7.855085265735626,,99.4074360673998,0.3138058957992088,64.40514787786552,0.7047922041312074,64.69794295084807,64.69794295084807
MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA,6.4829740000000005,38.024420000000006,0.09862188,1.7008957134474825,,34.88220279855542,-1.820736506504052,4.216945465339204,-3.9835490540026917,4.547384148530162,4.547384148530162
MDV,Maldives,South Asia,Upper middle income,IDA,65.46634,180.702,8.183072,6.074306654276358,96.8166681925456,72.58410999907454,0.3697078045291313,65.98142736252348,0.5330476436566849,62.494491726840366,62.494491726840366
MEA,,,,,38.96,104.46,7.94,5.307718401412813,72.67783203125,58.6874313354492,-0.6208366581182604,38.050808344556515,-1.4229890999359731,37.39889891758408,37.39889891758408
MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD,59.258979999999994,93.29722,13.82348,5.1654813374477,95.0137881254235,104.088816833496,0.06052488311261064,57.263322612468514,-0.02275505336541447,55.36364502243012,55.36364502243012
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA,36.28228,34.16913333333333,2.155006,5.133981430805313,,86.92660748917673,-0.9281552400219569,29.385272821443348,-1.9068970781929309,31.190448274074072,31.190448274074072
MIC,,,,,,100.99409330453602,10.109885086136169,6.148200322758139,85.98263244628905,76.09143676757813,-0.21508617934596339,49.49185159531358,-0.4942384193625672,49.314599876340516,49.314599876340516
MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD,75.5269,103.405,20.90132,6.200246152207892,,83.88871002197266,0.14662526469215,59.691115655470725,0.3608223208795917,60.284872410631486,60.284872410631486
MLI,Mali,Sub-Saharan Africa ,Low income,IDA,17.91806,110.972,0.29527032,1.9934105040151675,,38.90526709945298,-1.2147068482168266,21.305308620658447,-2.8075213112781876,19.635604480013374,19.635604480013374
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,80.49672000000001,125.7204,38.56308,9.13107352793044,,100.48406829833982,0.937921814356236,82.00349363780757,2.108934118069119,82.71282627756632,82.71282627756632
MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA,23.28812,108.70136,0.3246857,2.475262292038302,89.89107928462137,72.37458038330077,-0.6854747980974388,36.22819125883452,-2.019033597060159,29.75175729561591,29.75175729561591
MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD,70.8535,173.6066,22.70114,5.743099152408775,,91.2615509033203,0.6048160677386816,72.61083126644435,1.196403503144591,71.00522578737062,71.00522578737062
MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA,21.18296,97.56158,0.2725385999999999,1.763016747300641,,33.64983556180258,-1.3329401865207429,17.97145491502764,-3.0373096461003755,16.687462272611377,16.687462272611377
MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD,55.612,142.651,19.198,7.528139204782055,,93.09948405014242,0.38970982861089143,66.5454292173445,0.7955030493726701,65.86174646477495,65.86174646477495
MWI,Malawi,Sub-Saharan Africa ,Low income,IDA,7.831377999999999,41.47676,0.05294598,2.3728364035017533,,38.37652872778478,-1.7114458791269676,7.298639413075262,-3.7411739061960105,7.657012858913149,7.657012858913149
MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,79.0762,134.2072,8.745168,8.175790469338612,94.94499969482422,78.00732116699217,0.3633519132379346,65.80220877631324,0.7086939015808064,64.74800101380666,64.74800101380666
NAC,,,,,85.75999999999999,101.58,33.14,10.707480222144792,98.75877634684248,100.03862304687506,0.8799136580022872,80.36782378536445,2.1377033918806436,83.08193078613805,83.08193078613805
NAM,Namibia,Sub-Saharan Africa ,Lower middle income,IBRD,37.23172,107.39,2.653536,4.6764059264901805,,78.98601263284692,-0.5444736842971128,40.204033373120126,-1.2475898303919437,39.64923938891553,39.64923938891553
NER,Niger,Sub-Saharan Africa ,Low income,IDA,8.408795,43.704425,0.0654745499999999,0.3961723822372215,,26.52252976270518,-1.9335635308873045,1.0355348857908069,-4.26138201377398,0.9828382113180881,0.9828382113180881
NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend,25.98,80.5687,0.03893637,4.632167456366532,,41.206676483154304,-1.1318940507012345,23.640400869862628,-2.5162692588039213,23.37231491640815,23.37231491640815
NLD,Netherlands,Europe & Central Asia,High income,Not classified,92.10258,121.377,42.04256,11.112859060833005,,114.3323822021484,1.3070867019299013,92.41292422719556,2.976264732530782,93.8405190485896,93.8405190485896
NOR,Norway,Europe & Central Asia,High income,Not classified,96.99156,108.7292,40.91656,9.714047819168622,,117.2586273193358,1.1636147519833333,88.36741135540346,2.684283654074995,90.09445534250827,90.09445534250827
NPL,Nepal,South Asia,Lower middle income,IDA,24.903640000000003,123.67372,2.0270406000000003,4.713620077622563,67.02851140032966,73.76975059509275,-0.688393273261586,36.145898316925255,-1.542507311845762,35.86550217071648,35.86550217071648
NZL,New Zealand,East Asia & Pacific,High income,Not classified,87.65274,126.6284,32.888239999999996,9.441800129050248,,114.8397232055664,1.0475408467546141,85.09444770043926,2.363459620747495,85.97834181336137,85.97834181336137
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,81.26408,147.2136,7.742806,5.0272512006122305,94.75666809082033,102.4017344181148,0.38783862882302,66.49266654958717,0.7339211464872062,65.07166194090539,65.07166194090539
OSS,,,,,,119.991261292557,13.6751922924524,8.942151031265587,85.9078872680664,70.73936157226562,0.12852857966502493,59.18083910147347,0.24388449109717453,58.78458149338234,58.78458149338234
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Blend,13.91526,64.83898,0.9656356,4.111966792477259,58.046666463216134,36.35173156111484,-1.4629535605115642,14.30543672693672,-3.295510339495337,13.374794713715579,13.374794713715579
