cluster,East Asia & Pacific,Europe & Central Asia,Latin America & Caribbean ,"Middle East, North Africa, Afghanistan & Pakistan",North America,South Asia,Sub-Saharan Africa 
0,0.0625,0.65625,0.09375,0.09375,0.0625,0.0,0.03125
1,0.0625,0.0625,0.1875,0.1875,0.0,0.25,0.25
2,0.14285714285714285,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.0,0.09523809523809523,0.0
3,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.7777777777777778
4,0.23809523809523808,0.7142857142857143,0.0,0.047619047619047616,0.0,0.0,0.0
5,0.22727272727272727,0.3181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,0.09090909090909091
