indicator_code,pc1_loading,scope
IT.NET.USER.ZS,0.46668789942666816,global
IT.CEL.SETS.P2,0.34793469562778956,global
IT.NET.BBND.P2,0.46799183447959125,global
IT.NET.SECR.P6,0.4598778959199832,global
SE.ADT.LITR.ZS,0.16169323995077992,global
SE.SEC.ENRR,0.4522113576260295,global
