country_iso3,country_name,region,income_group,lending_type,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.ADT.LITR.ZS,SE.SEC.ENRR,DII_equal_zmean,DII_equal_0100,DII_pca_pc1,DII_pca_0100,DII_primary,cluster
CHE,Switzerland,Europe & Central Asia,High income,Not classified,94.26364,125.6322,46.72338,11.653674146721563,,103.8936599731446,1.0498061483295866,90.39183463258756,2.4456112795753246,93.07795720281337,90.39183463258756,0
CHL,Chile,Latin America & Caribbean ,High income,IBRD,88.22948,132.9726,19.8613,9.32213264140207,,104.8024719238284,0.5208611250739072,75.58479371625623,1.1494705664230558,76.44816861820856,75.58479371625623,0
CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,Blend,36.843219999999995,141.1824,0.9390658,3.829319105065219,,54.301991066230165,-0.9339550844573102,34.85934552566397,-2.3220029101284796,31.908351755490287,34.85934552566397,1
COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD,68.95068,140.178,15.27376,6.453792548728915,95.39208623832894,101.6847824096678,0.1864836741362323,66.22438690675789,0.1760182857883089,63.958548116444824,66.22438690675789,0
CPV,Cabo Verde,Sub-Saharan Africa ,Upper middle income,Blend,66.77188,113.6122,4.858456,6.305669371040474,,96.38685030851109,-0.2836928757348131,53.0624832953218,-0.6635691167697919,53.18644531837582,53.0624832953218,0
CRI,Costa Rica,Latin America & Caribbean ,High income,IBRD,80.11189999999999,155.3224,19.467,7.312288134056476,,132.4606674194336,0.678793029450822,80.00586597762191,1.3651236094645978,79.21504761291706,80.00586597762191,0
CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified,67.53246,58.7977,2.0298842,4.3211407813718035,,101.03594473419004,-0.7889194884425432,38.91940453008924,-1.5849061358991707,41.36547581420162,38.91940453008924,1
CYP,Cyprus,Europe & Central Asia,High income,Not classified,88.33192,142.53199999999998,37.043099999999995,10.315772841231594,,101.8073150634764,0.8667096484227642,85.26631639050196,1.9214675531764245,86.3530705685821,85.26631639050196,0
CZE,Czechia,Europe & Central Asia,High income,Not classified,82.02094,124.41100000000002,35.52856,11.09034580256304,,101.21704559326164,0.7225480376270682,81.23072332172234,1.6733695892541465,83.16991564841588,81.23072332172234,0
DEU,Germany,Europe & Central Asia,High income,Not classified,89.60898,127.3892,43.0137,11.455467685203429,,101.0636993408204,0.9338834280512446,87.14674792824752,2.1626289240123233,89.44722737661945,87.14674792824752,0
DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend,78.76165,103.1795,21.63326,10.500480291172035,,105.432586335409,0.3557581412739298,70.96297759350021,0.9094482418622174,73.36862604036251,70.96297759350021,0
DNK,Denmark,Europe & Central Asia,High income,Not classified,97.72814,125.1162,44.33138,12.02289414628581,,130.2509796142576,1.287875801242243,97.05624574646347,2.9851215350407423,100.0,97.05624574646347,0
DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD,80.5821,84.918,9.377014,4.922640334424626,93.650302629855,78.86987569405241,-0.375479677391313,50.49304626887675,-1.060040881276482,48.09961982434714,50.49304626887675,1
ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD,65.24658000000001,93.05474,13.23632,6.103316103934682,94.79000091552736,94.30407635466082,-0.204596604095563,55.27666752808565,-0.6698910230167435,53.10533378220409,55.27666752808565,0
EGY,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,64.07509999999999,87.87694,8.459641999999999,3.6795410822361023,,79.10721013448361,-0.7638471681772521,39.62126739997785,-1.6562946707850263,40.44954421011737,39.62126739997785,1
ESP,Spain,Europe & Central Asia,High income,Not classified,91.6829,118.1634,33.96346,9.929468534425212,98.90999857584632,118.690623474121,0.8019252991667901,83.45277345504377,1.9517090340989864,86.74107584387698,83.45277345504377,0
EST,Estonia,Europe & Central Asia,High income,Not classified,90.22882,147.6866,35.71448,11.331320035175706,,112.627471923828,1.0625430284604034,90.74838492978591,2.3500407628155804,91.8517651138613,90.74838492978591,0
ETH,Ethiopia,Sub-Saharan Africa ,Not classified,IDA,16.166925,45.853475,0.2916535,1.7765258714642462,56.79870810981794,,-1.991789505102336,5.24682085762634,-3.653928890215132,14.819429824078451,5.24682085762634,1
FIN,Finland,Europe & Central Asia,High income,Not classified,91.29292,128.9874,33.0709,11.313484165637588,,142.88661834716785,1.1590466572720808,93.4498626213498,2.641779326764921,95.59483914218542,93.4498626213498,0
FJI,Fiji,East Asia & Pacific,Upper middle income,Blend,68.5638,110.3036,2.399428,5.433730819178027,,92.95205219357322,-0.4158357673408147,49.36333666044249,-0.9560407345114004,49.43396603839743,49.36333666044249,1
FRA,France,Europe & Central Asia,High income,Not classified,84.30362,111.4748,46.41126,10.449902233054862,,104.2512145996094,0.7815690729276886,82.88293072740215,1.8742788644842625,85.74762865276814,82.88293072740215,0
GBR,United Kingdom,Europe & Central Asia,High income,Not classified,94.10444,118.692,40.56598,10.537984868945951,,115.7169174194336,0.9348636500586436,87.17418780712435,2.1939719455330593,89.84936567549667,87.17418780712435,0
GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD,71.85004,144.1118,25.55276,8.139089871464666,99.80560131498994,108.2993475690142,0.5410925214835808,76.15114201572355,1.0503894713686268,75.17693498842848,76.15114201572355,0
GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA,53.110299999999995,127.2816,0.322027,3.8155677825148104,,73.4891037843599,-0.7398944935486774,40.291787430770235,-1.802413835858584,38.57480113733592,40.291787430770235,1
GRC,Greece,Europe & Central Asia,High income,Not classified,77.53808,109.7228,39.981759999999994,9.106045570210425,,105.00602874755842,0.5335868122025917,75.94103068175988,1.2888649160814716,78.23663073592894,75.94103068175988,0
GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend,67.58096,97.44064,26.81658,6.292234376056702,,105.22241891985932,-0.0148871900093362,60.587304613388525,0.0426992125272349,62.24803321622608,60.587304613388525,0
GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD,47.9327,120.379,3.8620275,4.6593651498036825,,50.49638576933122,-0.9106424646154512,35.511948160509874,-2.1459394543335706,34.16728708375683,35.511948160509874,1
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified,92.67294,200.355306,38.29974,11.233027072037313,,104.0057745813288,1.3930341627875606,100.0,2.869829508251572,98.52077632348144,100.0,0
HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA,45.8036,74.37056,3.99754,4.623264724823004,87.99880531473492,57.7861385092891,-0.9662154720680424,33.956263242388715,-2.5405131077375107,29.104814799243535,33.956263242388715,1
HRV,Croatia,Europe & Central Asia,High income,IBRD,79.20418,111.408,27.48698,10.101429678568865,,105.4271240234374,0.4651300478007898,74.02468386511319,1.1237350860661612,76.11797638435954,74.02468386511319,0
HUN,Hungary,Europe & Central Asia,High income,Not classified,83.80018,104.9584,33.80362,10.448279940678397,,102.18158111572282,0.5451281604891762,76.26411381667101,1.35287821713099,79.05793636444145,76.26411381667101,0
IDN,Indonesia,East Asia & Pacific,Upper middle income,IBRD,53.98216,125.61,4.06009,7.550006110192276,,96.07085292305828,-0.2348327560377739,54.43025075644261,-0.6141930472208987,53.81995184232402,54.43025075644261,0
IND,India,South Asia,Lower middle income,IBRD,37.22755,82.4976,1.7276520000000002,6.132411895340297,75.30826377419896,78.46845814844772,-0.9116920876628832,35.48256550120364,-2.138059589705548,34.26838759044536,35.48256550120364,1
IRL,Ireland,Europe & Central Asia,High income,Not classified,91.80884,105.8306,30.465960000000003,11.565575863243817,,139.3253753662108,0.9617365700909288,87.92645582925302,2.300443044381917,91.21541478286628,87.92645582925302,0
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,75.17562000000001,140.094,11.295573999999998,7.896849572087056,87.83994499540026,,0.1412596725981422,64.95840724586022,0.1888239250962829,64.12284746467253,64.95840724586022,0
ISL,Iceland,Europe & Central Asia,High income,Not classified,99.50878,116.7202,38.44422,11.226481724584987,,112.9833526611328,0.966168739186382,88.05052790907057,2.287087923858412,91.044065462091,88.05052790907057,0
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,88.55922000000001,138.243,29.14268,9.378490920393745,,96.52106170654297,0.6207455553824325,78.38091199217745,1.3666762713673477,79.23496862837787,78.38091199217745,0
ITA,Italy,Europe & Central Asia,High income,Not classified,74.52886000000001,132.47820000000002,30.050940000000004,9.915448556844524,,101.658610534668,0.5568375026016896,76.59189969259464,1.2319553544027535,77.50646774547867,76.59189969259464,0
JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD,76.0491,104.3786,12.90232,5.1274903761271355,,83.94501332983955,-0.3460109709004443,51.31797952956977,-0.7478560157950167,52.1050246847839,51.31797952956977,1
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,78.0405,70.83088000000001,5.488414000000001,4.839768795761878,,90.1115103440606,-0.6246428812132954,43.5180874515538,-1.2386126770705184,45.80850190706034,43.5180874515538,1
JPN,Japan,East Asia & Pacific,High income,Not classified,87.90675999999999,154.298,34.77202,9.978683232387278,,102.4866729736326,0.8922136815569731,85.98026442961067,1.9192795553869404,86.3249980450563,85.98026442961067,0
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD,85.989,129.1678,13.59024,8.0756329482997,,94.59112816673496,0.2161559016008873,67.05501743891332,0.4560983617700223,67.55204101661636,67.05501743891332,0
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA,71.72336,119.0794,4.493902,6.002089120358663,,91.87123283331182,-0.2693525886355939,53.46391862129033,-0.6504659784131877,53.354561648997986,53.46391862129033,0
KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA,55.894125,121.194,1.6964739999999998,5.054475670798671,80.72972385434217,52.233772702483975,-0.7507115708190056,39.988979201758035,-1.9769286717143988,36.33573496519086,39.988979201758035,1
KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD,71.64070000000001,132.5598,42.79566,8.854213806784568,,118.1739516440898,0.7653041600861812,82.42761832373795,1.69886926381344,83.49708243871441,82.42761832373795,0
KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified,96.6851,137.3496,43.20346,8.655388087966589,,98.1352279663086,0.8355133604202866,84.39302201664213,1.878221044853788,85.7982077491906,84.39302201664213,0
LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA,52.40648,61.32496,1.5534452,4.531836152455594,,62.06396246382876,-1.2135281328262084,27.03310766672348,-2.5670175230224563,28.76475695037367,27.03310766672348,1
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,81.98034,74.25544,7.4182375,5.614936234153849,,65.48667558244126,-0.6891307063252212,41.71284527504135,-1.376508215889784,44.03926988305621,41.71284527504135,1
LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend,62.33496,92.88764,14.26636,6.009298592371966,,88.37081718444826,-0.4202307018928028,49.24030690711323,-0.8754172460796894,50.46838425701192,49.24030690711323,1
LIE,Liechtenstein,Europe & Central Asia,High income,Not classified,94.87955,125.3352,46.30328,10.865624319549138,,117.54378509521474,1.102823891664764,91.87598867571212,2.555266176160749,94.48485517999934,91.87598867571212,0
LKA,Sri Lanka,South Asia,Lower middle income,IDA,37.84756,136.3242,8.489518,6.039834490855292,92.2519989013672,91.31217245910294,-0.2625865609069843,53.65332365397581,-1.009049641617225,48.753849358683766,53.65332365397581,0
LTU,Lithuania,Europe & Central Asia,High income,Not classified,83.80294,133.47899999999998,28.41506,10.675896423090688,,105.6612579345702,0.7084022354060848,80.83473231496096,1.5890796270578325,82.08845571362224,80.83473231496096,0
LUX,Luxembourg,Europe & Central Asia,High income,Not classified,97.90888,134.5256,37.581900000000005,10.78320683021798,,107.0662200927732,0.9790952084965822,88.41238547755991,2.2300998173553928,90.31289472316924,88.41238547755991,0
LVA,Latvia,Europe & Central Asia,High income,Not classified,88.16408,110.6738,26.32864,9.898871815829986,,106.658596801758,0.5159766147710638,75.44805900710767,1.251727538798694,77.76014949702295,75.44805900710767,0
MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified,86.8324,200.355306,29.75726,8.452261418878264,,90.14524657450404,0.9107171682972696,86.49824242961527,1.7345136907162455,83.95440877496648,86.49824242961527,0
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,82.215,133.9144,5.506614000000001,6.116523520274527,,80.66390785372623,-0.1513863020076131,56.76621197135717,-0.4286434859899545,56.200596122629335,56.76621197135717,0
MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD,63.5024,121.8074,23.251420000000003,8.669365898047166,,96.38780723588876,0.1652061740676732,65.62875446811007,0.3573900971714816,66.2855908888098,65.62875446811007,0
MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA,12.156208,51.66106,0.10549428,2.481672377671174,,33.8582734836392,-2.0217277038519734,4.408744849048667,-4.427868827289313,4.889599366531538,4.408744849048667,1
MDV,Maldives,South Asia,Upper middle income,IDA,78.6674,153.4602,13.16538,6.890861082253406,,73.28620666130115,0.0488877044630547,62.372589341232434,-0.0490365795319513,61.071041542324146,62.372589341232434,0
MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD,70.40812,99.04572,17.48876,5.748089935322148,95.51133922059452,102.14794311523448,-0.0461344295293816,59.712583926448495,-0.2763118458734471,58.15504670363351,59.712583926448495,0
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA,55.7668,38.051925,2.289972,6.145698518818862,,90.86330189211525,-0.9757014209075672,33.690718003428834,-1.910126320648716,37.19282475791489,33.690718003428834,1
MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD,81.77358,103.89088,25.31716,7.04018454481181,,84.78798828125,0.0139913821567572,61.39571792832368,0.1122551212576753,63.14045179798959,61.39571792832368,0
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,86.66116,126.3876,41.30136,9.230446281878354,,103.5723495483398,0.7378464683173761,81.65898047365238,1.693336082660844,83.42609043002717,81.65898047365238,0
MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA,45.1809,131.11499999999998,1.2477604,2.624133220035293,92.81345613536996,,-0.6283107560854444,43.41541066867452,-1.7405172407434366,39.368948933502594,43.41541066867452,1
MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD,78.60884,188.5648,29.684379999999997,6.701203704613453,,92.19345703124998,0.6505128676858598,79.21420428507611,1.1675176683173325,76.67971715766977,79.21420428507611,0
MNG,Mongolia,East Asia & Pacific,Upper middle income,IBRD,64.89786000000001,137.1548,10.628858,7.521352593666348,98.5085526277136,93.4604812190166,0.1303725132706428,64.65363717234167,-0.034135701853699,61.26222328902797,64.65363717234167,0
MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA,27.95236,116.8834,0.3538584,2.653307795753036,,36.37880552010596,-1.4138216522803737,21.426184059465612,-3.319858283854272,19.105633860213207,21.426184059465612,1
MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD,67.03182,152.2732,24.45656,7.85807996612388,,91.35154419001285,0.3151357613786876,69.8258135882027,0.5598111052692568,68.88269977952723,69.8258135882027,0
MWI,Malawi,Sub-Saharan Africa ,Low income,IDA,13.654478,51.08124,0.06464482,2.972444878865409,,37.441459257690056,-1.9481647393719164,6.4680322552869445,-4.252576380033599,7.13864247486113,6.4680322552869445,1
MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,89.81862,133.4314,10.007078,8.86713653907738,95.19666544596356,75.37044449838028,0.1996963534668281,66.59425650541357,0.3042090567872298,65.60326569886298,66.59425650541357,0
NAM,Namibia,Sub-Saharan Africa ,Lower middle income,IBRD,54.37386,104.817,2.879484,5.3435545946639715,,81.18236255857582,-0.6703381157522749,42.23891631324634,-1.525636877303773,42.125914268148975,42.23891631324634,1
NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend,32.499219999999994,91.34268,0.03598998,4.460618838042982,,43.351852416992195,-1.361716519317787,22.884790912365276,-3.0642530010319633,22.385109438219956,22.884790912365276,1
NLD,Netherlands,Europe & Central Asia,High income,Not classified,92.2173,121.1884,42.84432,11.86786370792458,,128.0636657714844,1.1652268584861596,93.6228682991134,2.714124645461994,96.5230465064092,93.6228682991134,0
NOR,Norway,Europe & Central Asia,High income,Not classified,97.41986,109.0496,43.75802,10.513873780715803,,119.267398071289,0.9693252908497816,88.13889094791114,2.322861400571971,91.50304753760652,88.13889094791114,0
NPL,Nepal,South Asia,Lower middle income,IDA,39.995,134.11020000000002,3.994829999999999,5.495078489708136,,83.40371962998142,-0.551536353193347,45.56459758786156,-1.4076617311417003,43.639562993943336,45.56459758786156,1
NZL,New Zealand,East Asia & Pacific,High income,Not classified,93.28144,120.5704,34.8045,9.830978231927425,,116.3881896972654,0.816342341040176,83.85635741845408,1.901571588831714,86.09780069133652,83.85635741845408,0
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,92.29516,138.0912,10.653414,5.469997864586861,96.62999979654948,97.37762225620789,0.2118882357393373,66.93555038609892,0.2460215730326388,64.85670666920669,66.93555038609892,0
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Blend,19.39334,74.43245999999999,1.077817,4.423619634586005,57.956666310628265,39.14335427248467,-1.653695473933371,14.711267885170074,-3.7445279144220938,13.657023147669806,14.711267885170074,1
PAN,Panama,Latin America & Caribbean ,High income,IBRD,70.03574,143.42260000000002,14.13382,7.529802525429527,95.79667680513316,,0.2358982366997831,67.60767518355755,0.1937698801022676,64.18630522451595,67.60767518355755,0
PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD,65.20788,125.7828,8.480544,6.175727407678014,,100.94140777587882,-0.1380071791211437,57.14074091348661,-0.389104349492246,56.70789249415953,57.14074091348661,0
PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD,56.60208,139.8552,6.477549999999999,4.698565648491499,,86.16886805231557,-0.37339861890992,50.551302451898565,-1.0112894744665335,48.72511177921351,50.551302451898565,1
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend,22.8376,47.87194,0.21161225,4.214275953328472,,45.30468251668195,-1.7344744242332593,12.449979528760716,-3.730085109246807,13.84232771699354,12.449979528760716,1
POL,Poland,Europe & Central Asia,High income,IBRD,82.6957,130.428,21.92304,10.153808963132596,,110.3766754150388,0.5913633100458676,77.55839908481636,1.3215716239705773,78.65626544994966,77.55839908481636,0
PRT,Portugal,Europe & Central Asia,High income,Not classified,79.015,117.3702,39.9176,9.990201817115793,,119.2803176879886,0.7787269805955839,82.80337051679568,1.816387743819832,85.00487203089338,82.80337051679568,0
PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD,72.14923999999999,120.27759999999998,8.359376000000001,6.18028766711198,93.92333221435548,84.25402175228857,-0.1329138068493134,57.283322407432614,-0.5690171537205285,54.399569124929606,57.283322407432614,0
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Not classified,76.37156,82.36024,7.649987999999999,6.28393354233457,97.52714209753088,90.27185481309856,-0.2358573519554971,54.40156869496284,-0.7578900040412923,51.9762862681114,54.40156869496284,0
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,99.5459874,143.677,10.832324,6.170207884657968,,102.36492127889508,0.3167113348460687,69.8699194588934,0.6136923117053921,69.57400826372506,69.8699194588934,0
ROU,Romania,Europe & Central Asia,High income,IBRD,78.37752,117.6974,29.4503,9.947857895481809,,85.72251281738282,0.3529682277251741,70.8848780514813,0.8469717485257968,72.56703801434848,70.8848780514813,0
RUS,Russian Federation,Europe & Central Asia,High income,IBRD,85.42668,164.19580000000002,23.17016,9.454406557321075,,95.23604747527062,0.6818661014487234,80.09189212554118,1.3776191864058414,79.37536878843987,80.09189212554118,0
RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA,24.00496,79.34986,0.17075732,4.400570375472146,77.3433354695638,43.39859769096805,-1.3646357956007191,22.803070050145234,-3.431030320249207,17.679270624333146,22.803070050145234,1
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,97.3794,141.1636,29.173520000000003,5.542392468878175,,108.2549024160678,0.5336596263478799,75.94306900707001,1.1269224038234489,76.15887041686527,75.94306900707001,0
SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA,49.69776,112.1022,1.0830478,3.4227316915790142,,44.94934618382337,-1.1246250836060565,29.521818268984113,-2.604882668031891,28.27893828127186,29.521818268984113,1
SGP,Singapore,East Asia & Pacific,High income,Not classified,92.39956,158.5326,26.99414,11.884377845578529,97.39999961853027,103.888831298496,0.9536363547856348,87.69970217020855,2.2347820968278604,90.37296946423018,87.69970217020855,0
SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA,17.02788,93.53684,0.00231240226,2.2343523079079817,,60.07579231262208,-1.5024743236029,18.94448241959557,-3.443735019684041,17.516266358292924,18.94448241959557,1
SLV,El Salvador,Latin America & Caribbean ,Upper middle income,IBRD,55.23502,167.711,9.341476,4.889514957636673,89.3081012344734,65.43462109175309,-0.2346024794264993,54.43669701277418,-0.9821663793681336,49.09876790273567,54.43669701277418,0
SMR,San Marino,Europe & Central Asia,High income,Not classified,78.13285,114.2926,33.11164,11.00499826037498,,61.17597626851877,0.2518576017522681,68.05443422455639,0.6555540965428418,70.11110475684264,68.05443422455639,0
SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD,78.76993999999999,123.6458,25.348059999999997,9.157414372335824,,93.22682189941403,0.3449735937985095,70.66107998843384,0.7874388449742133,71.80321693393296,70.66107998843384,0
SUR,Suriname,Latin America & Caribbean ,Upper middle income,Blend,68.23166,140.482,16.095,8.12055978253102,,72.80599272883393,-0.0014453741140771,60.963588554441294,-0.1040121298875818,60.36569236961513,60.963588554441294,0
