country_iso3,country_name,region,income_group,lending_type,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.ADT.LITR.ZS,SE.SEC.ENRR,DII_equal_zmean,DII_equal_0100,DII_pca_pc1,DII_pca_0100,DII_primary,cluster
SVK,Slovak Republic,Europe & Central Asia,High income,Not classified,86.24336000000001,134.7452,30.93478,10.144325663559512,,91.44275970458985,0.6157100961094324,78.23995168777962,1.379043279308401,79.39364023354926,78.23995168777962,0
SVN,Slovenia,Europe & Central Asia,High income,Not classified,85.47524,122.175,30.86038,10.787150096122147,,110.2677185058596,0.7262018661482984,81.33300689758832,1.685422305817631,83.32455482168393,81.33300689758832,0
SWE,Sweden,Europe & Central Asia,High income,Not classified,93.59196,127.767,39.96886,10.382503157561825,,138.3967193603516,1.159308526278372,93.45719326049074,2.6514674900843835,95.71914054414044,93.45719326049074,0
SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD,80.99918,157.12439999999998,26.50118,11.597143322868227,,98.2244548682594,0.8226156982310562,84.03197086129619,1.7464722742654322,84.10784019963846,84.03197086129619,0
TCD,Chad,Sub-Saharan Africa ,Low income,IDA,9.711582,52.61404,0.00231240226,0.8008651708368386,,31.495050810432357,-2.1792192418226937,0.0,-4.808968609630032,0.0,0.0,1
THA,Thailand,East Asia & Pacific,Upper middle income,IBRD,74.91207999999999,172.7048,15.57184,7.49986599314908,92.04666392008464,83.48453014101946,0.3152943360401993,69.83025265350831,0.4834833956846046,67.90339740852706,69.83025265350831,0
TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA,43.4976,116.804,0.06149615,4.363072195836086,,91.0216710881583,-0.7105905726127536,41.1121077612962,-1.7033058464221662,39.84637982832889,41.1121077612962,1
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend,31.4339,107.87640000000002,0.0077477259999999,4.588424481170702,,84.32036886614333,-0.9125426181637676,35.45875614602781,-2.134208408351869,34.31779914820508,35.45875614602781,1
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,67.66318,127.1366,11.23448,6.020993855162282,81.23666890462239,,-0.2329465781286814,54.48305154338169,-0.4759705568417018,55.59337873133309,54.48305154338169,0
TUR,Turkiye,Europe & Central Asia,Upper middle income,IBRD,77.50694,97.6434,18.94762,8.814088565232282,,113.3481552124024,0.2143125875910631,67.0034165640301,0.5893853419012023,69.2621441544703,67.0034165640301,0
TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA,18.19666,83.87024,1.86117,3.6232975409962647,,31.495050810432357,-1.6672509362428176,14.33180257926673,-3.7466084713580936,13.630329115430223,14.33180257926673,1
UKR,Ukraine,Europe & Central Asia,Upper middle income,IBRD,73.9219,128.60219999999998,16.6774,9.01227802066365,,84.84249585091902,0.1394248199735623,64.9070432350593,0.283071144172151,65.33206133475215,64.9070432350593,0
URY,Uruguay,Latin America & Caribbean ,High income,IBRD,85.41334,135.28879999999998,31.18418,7.830651703658712,98.8216451053375,119.1147385328602,0.6965610110534851,80.50325458895983,1.5562102064589272,81.66673335746782,80.50325458895983,0
USA,United States,North America,High income,Not classified,90.34878,105.6444,35.4206,11.800666863066938,,99.70296173095704,0.7051239115198272,80.742960441162,1.7383416713509126,84.00352266207342,80.742960441162,0
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend,71.43808,96.05856,17.35866,6.236852052600039,99.9360920576376,95.17103321517054,-0.0271956892643533,60.24274621114494,-0.3065900824669551,57.76656984448131,60.24274621114494,0
VNM,Viet Nam,East Asia & Pacific,Lower middle income,IBRD,72.3219,140.529,17.333199999999998,8.069779000616059,,93.37317920810048,0.2166501802129996,67.06885404444289,0.3905076821059829,66.7104972514485,67.06885404444289,0
VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA,40.84812,84.93522,1.44797025,7.10333005214281,,68.0224125901593,-0.918641745323107,35.288020017637024,-1.998477125550379,36.05926326116888,35.288020017637024,1
ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD,70.92678,160.547,2.403398,9.56302431013146,,103.9336563743768,0.3319726099214738,70.29713649382461,0.5535649882406666,68.80256063675813,70.29713649382461,0
ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA,21.0,96.20848,0.430789,3.7519360807539024,78.20232605976955,,-1.1877644639742742,27.754323827331916,-2.5336684415568125,29.192633467666024,27.754323827331916,1
