pair,spearman_rho,spearman_p,spearman_n,pearson_r,pearson_p,pearson_n
DII-Deep (LAY) vs DII-Core (2022),0.41266176234152957,0.00010585054909661594,83,0.575987789252012,1.2180887844015993e-08,83
