,deep_pillar_affordability,deep_pillar_skills,dii_deep_0_100,dii_core_0_100
deep_pillar_affordability,1.0,-0.41071333263943666,0.10333489048499103,-0.08813223988532773
deep_pillar_skills,-0.41071333263943666,1.0,0.8644424916680792,0.6728523999995999
dii_deep_0_100,0.10333489048499103,0.8644424916680792,1.0,0.5774039683949469
dii_core_0_100,-0.08813223988532773,0.6728523999995999,0.5774039683949469,1.0
