cluster,dii_core_z_mean,pillar_access_adoption_mean,pillar_infra_capacity_mean,pillar_human_capital_mean,n_countries
1,0.6848719388332909,0.7020269196013919,0.8371666965718151,0.5290067779573818,93
2,-0.7166968278727921,-0.5843767413753558,-0.7506090480841872,-0.8637415149138227,97
