cluster,dii_core_z_mean,pillar_access_adoption_mean,pillar_infra_capacity_mean,pillar_human_capital_mean,n_countries
1,0.6329372956914712,0.6544260637227027,0.750301112057096,0.5064107109704882,102
2,-0.7998421153715323,-0.6607670328431333,-0.8123100944637628,-0.9799907854044783,88
