country_iso3,country_name,region,income_group,lending_type,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.ADT.LITR.ZS,SE.SEC.ENRR,DII_equal_zmean,DII_equal_0100,DII_pillar_mean,DII_pillar_0100,pillar_access_use_pc1,pillar_quality_infra_pc1,pillar_skills_pc1,DII_primary
NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend,32.499219999999994,91.34268,0.03598998,4.460618838042982,,43.351852416992195,-1.361716519317787,22.884790912365276,-1.7845914294628893,22.487446846533686,-1.729370755714504,-1.6881775747842596,-1.9362259578899048,22.487446846533686
NLD,Netherlands,Europe & Central Asia,High income,Not classified,92.2173,121.1884,42.84432,11.86786370792458,,128.0636657714844,1.1652268584861596,93.6228682991134,1.511950177785575,96.02867741703245,0.770069991501496,2.271909388011911,1.4938711538433178,96.02867741703245
NOR,Norway,Europe & Central Asia,High income,Not classified,97.41986,109.0496,43.75802,10.513873780715803,,119.267398071289,0.9693252908497815,88.13889094791114,1.2480046373816835,90.14042173652878,0.6385580352391783,1.9677576254913103,1.1376982514145622,90.14042173652878
NPL,Nepal,South Asia,Lower middle income,IDA,39.995,134.11020000000002,3.994829999999999,5.495078489708136,,83.40371962998142,-0.551536353193347,45.56459758786156,-0.6791928298773929,47.14734287383607,-0.4909764146614466,-1.2321309657451742,-0.3144711092255578,47.14734287383607
NZL,New Zealand,East Asia & Pacific,High income,Not classified,93.28144,120.5704,34.8045,9.830978231927425,,116.3881896972654,0.816342341040176,83.85635741845408,1.056886887262427,85.87685215295949,0.7873615709004892,1.3621839220051066,1.0211151688816855,85.87685215295949
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,92.29516,138.0912,10.653414,5.469997864586861,96.62999979654948,97.37762225620789,0.21188823573933732,66.93555038609892,0.21182450354655055,67.02469282615002,1.1729428380057145,-0.9187653045340216,0.38129597716795877,67.02469282615002
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Blend,19.39334,74.43245999999999,1.077817,4.423619634586005,57.956666310628265,39.14335427248467,-1.6536954739333707,14.711267885170074,-2.2164161719723463,12.854041072098186,-2.5234042406633357,-1.6476489834790002,-2.478195291774704,12.854041072098186
PAN,Panama,Latin America & Caribbean ,High income,IBRD,70.03574,143.42260000000002,14.13382,7.529802525429527,95.79667680513316,,0.23589823669978313,67.60767518355755,0.17608322102244092,66.22735482404156,0.631249041931967,-0.22213772249941666,0.11913834363477246,66.22735482404156
PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD,65.20788,125.7828,8.480544,6.175727407678014,,100.94140777587882,-0.13800717912114377,57.14074091348661,-0.12590358849801467,59.49045165880897,0.06835934010643602,-0.8417239609295925,0.39565385532911235,59.49045165880897
PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD,56.60208,139.8552,6.477549999999999,4.698565648491499,,86.16886805231557,-0.37339861890992004,50.551302451898565,-0.45885873910652925,52.06268813636593,0.14355586116269808,-1.3176256084419553,-0.2025064700403305,52.06268813636593
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend,22.8376,47.87194,0.21161225,4.214275953328472,,45.30468251668195,-1.7344744242332593,12.449979528760716,-2.2165483337024003,12.851092728828037,-3.0494280815460884,-1.7430637216488616,-1.8571531979122513,12.851092728828037
POL,Poland,Europe & Central Asia,High income,IBRD,82.6957,130.428,21.92304,10.153808963132596,,110.3766754150388,0.5913633100458676,77.55839908481636,0.7691436986298684,79.45770423934341,0.7032622204701896,0.8264681367107692,0.7777007387086466,79.45770423934341
PRT,Portugal,Europe & Central Asia,High income,Not classified,79.015,117.3702,39.9176,9.990201817115793,,119.2803176879886,0.7787269805955839,82.80337051679568,1.0234309514314683,85.1304970378029,0.28337710459040977,1.6486943653499864,1.1382213843540094,85.1304970378029
PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD,72.14923999999999,120.27759999999998,8.359376000000001,6.18028766711198,93.92333221435548,84.25402175228857,-0.13291380684931342,57.283322407432614,-0.2951146937671059,55.71558866896494,0.1462233349575992,-0.8463714795877713,-0.18519593667114564,55.71558866896494
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Not classified,76.37156,82.36024,7.649987999999999,6.28393354233457,97.52714209753088,90.27185481309856,-0.23585735195549717,54.40156869496284,-0.45805362651685594,52.08064907168741,-0.6255667700784814,-0.8538017682958094,0.10520765882372322,52.08064907168741
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,99.5459874,143.677,10.832324,6.170207884657968,,102.36492127889508,0.3167113348460687,69.8699194588934,0.41533962700484617,71.56483046188349,1.5229114955725864,-0.7301864773649414,0.4532938628068935,71.56483046188349
ROU,Romania,Europe & Central Asia,High income,IBRD,78.37752,117.6974,29.4503,9.947857895481809,,85.72251281738282,0.3529682277251741,70.8848780514813,0.39549453570981896,71.12211424334367,0.271999123284141,1.1350644874522449,-0.220580003606929,71.12211424334367
RUS,Russian Federation,Europe & Central Asia,High income,IBRD,85.42668,164.19580000000002,23.17016,9.454406557321075,,95.23604747527062,0.6818661014487234,80.09189212554118,0.818874597721528,80.56713101209712,1.5853984943354316,0.706589280488366,0.16463601834078662,80.56713101209712
RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA,24.00496,79.34986,0.17075732,4.400570375472146,77.3433354695638,43.39859769096805,-1.3646357956007193,22.803070050145234,-2.0067042518116147,17.532420571392635,-2.2684797196754833,-1.6971398653502752,-2.054493170409085,17.532420571392635
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,97.3794,141.1636,29.173520000000003,5.542392468878175,,108.2549024160678,0.5336596263478799,75.94306900707001,0.6931615425673742,77.76264865565264,1.3983312589097083,-0.010633881025748389,0.6917872498181629,77.76264865565264
SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA,49.69776,112.1022,1.0830478,3.4227316915790142,,44.94934618382337,-1.1246250836060565,29.521818268984113,-1.4991700321211887,28.854798845218134,-0.721297461770379,-1.904671382869225,-1.8715412517239625,28.854798845218134
SGP,Singapore,East Asia & Pacific,High income,Not classified,92.39956,158.5326,26.99414,11.884377845578529,97.39999961853027,103.888831298496,0.9536363547856347,87.69970217020855,1.276753894554886,90.78177743665287,1.6604644005833646,1.51486838590575,0.6549288971755433,90.78177743665287
SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA,17.02788,93.53684,0.00231240226,2.2343523079079817,,60.07579231262208,-1.5024743236029,18.94448241959557,-1.88759529104512,20.189574822830263,-2.141688431768269,-2.2620466691003154,-1.2590507722667763,20.189574822830263
SLV,El Salvador,Latin America & Caribbean ,Upper middle income,IBRD,55.23502,167.711,9.341476,4.889514957636673,89.3081012344734,65.43462109175309,-0.23460247942649934,54.43669701277418,-0.45848147576641346,52.07110435359803,0.7626122198605799,-1.1309882879843647,-1.0070683591754555,52.07110435359803
SMR,San Marino,Europe & Central Asia,High income,Not classified,78.13285,114.2926,33.11164,11.00499826037498,,61.17597626851877,0.2518576017522681,68.05443422455639,0.18404132232261605,66.40488892867192,0.1839746763287295,1.5826521107365255,-1.2145028200974068,66.40488892867192
SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD,78.76993999999999,123.6458,25.348059999999997,9.157414372335824,,93.22682189941403,0.3449735937985095,70.66107998843384,0.41428842739731664,71.541379669531,0.4247319703023338,0.7348535834410792,0.08327972844853702,71.541379669531
SUR,Suriname,Latin America & Caribbean ,Upper middle income,Blend,68.23166,140.482,16.095,8.12055978253102,,72.80599272883393,-0.001445374114077147,60.963588554441294,-0.07075107878505749,60.720826978332894,0.5074249208335834,0.023909399850816773,-0.7435875570395726,60.720826978332894
SVK,Slovak Republic,Europe & Central Asia,High income,Not classified,86.24336000000001,134.7452,30.93478,10.144325663559512,,91.44275970458985,0.6157100961094324,78.23995168777962,0.7266465107112653,78.50965144108724,0.9120335609431426,1.2568653595700214,0.01104061162063164,78.50965144108724
SVN,Slovenia,Europe & Central Asia,High income,Not classified,85.47524,122.175,30.86038,10.787150096122147,,110.2677185058596,0.7262018661482984,81.33300689758832,0.9276427908592139,82.99359720705941,0.5911124693442633,1.418526978706007,0.7732889245273713,82.99359720705941
SWE,Sweden,Europe & Central Asia,High income,Not classified,93.59196,127.767,39.96886,10.382503157561825,,138.3967193603516,1.159308526278372,93.45719326049074,1.5438268887915936,96.73980223607559,0.9672144076502031,1.7519956412522781,1.9122706174722999,96.73980223607559
SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD,80.99918,157.12439999999998,26.50118,11.597143322868227,,98.2244548682594,0.8226156982310562,84.03197086129619,0.995985783432013,84.5182337423978,1.284957479840398,1.4173591520445383,0.2856407184111031,84.5182337423978
TCD,Chad,Sub-Saharan Africa ,Low income,IDA,9.711582,52.61404,0.00231240226,0.8008651708368386,,31.495050810432357,-2.1792192418226937,0.0,-2.792608341816873,0.0,-3.330983029438055,-2.6305179345103125,-2.4163240615022517,0.0
THA,Thailand,East Asia & Pacific,Upper middle income,IBRD,74.91207999999999,172.7048,15.57184,7.49986599314908,92.04666392008464,83.48453014101946,0.31529433604019935,69.83025265350831,0.35667424323439834,70.25608783752743,1.4714771125003194,-0.1607645117858724,-0.240689871011252,70.25608783752743
TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA,43.4976,116.804,0.06149615,4.363072195836086,,91.0216710881583,-0.7105905726127536,41.1121077612962,-0.8379970798693107,43.604642263429206,-0.7959549718981389,-1.7120264256828166,-0.006009842026976244,43.604642263429206
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend,31.4339,107.87640000000002,0.0077477259999999,4.588424481170702,,84.32036886614333,-0.9125426181637675,35.45875614602781,-1.1011962585540567,37.73303686853273,-1.369551845440007,-1.6566822014980347,-0.2773547287241284,37.73303686853273
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,67.66318,127.1366,11.23448,6.020993855162282,81.23666890462239,,-0.23294657812868147,54.48305154338169,-0.2149240381619505,57.504529988707766,0.17412575888206508,-0.7492256594908239,-0.0696722138770927,57.504529988707766
TUR,Turkiye,Europe & Central Asia,Upper middle income,IBRD,77.50694,97.6434,18.94762,8.814088565232282,,113.3481552124024,0.21431258759106314,67.0034165640301,0.33595770941940045,69.79393095573337,-0.22933631953362188,0.33918943049734057,0.8980200172944827,69.79393095573337
TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA,18.19666,83.87024,1.86117,3.6232975409962647,,31.495050810432357,-1.6672509362428176,14.33180257926673,-2.189247907436678,13.460127038683495,-2.335676100323366,-1.8157435604844177,-2.4163240615022517,13.460127038683495
UKR,Ukraine,Europe & Central Asia,Upper middle income,IBRD,73.9219,128.60219999999998,16.6774,9.01227802066365,,84.84249585091902,0.1394248199735623,64.9070432350593,0.1405224162144652,65.43404302724655,0.3966861407787699,0.2810942013018014,-0.25621309343717563,65.43404302724655
URY,Uruguay,Latin America & Caribbean ,High income,IBRD,85.41334,135.28879999999998,31.18418,7.830651703658712,98.8216451053375,119.1147385328602,0.6965610110534851,80.50325458895983,0.9546707435422285,83.59655301254344,0.9000051579551304,0.6741248351932709,1.289882237478284,83.59655301254344
USA,United States,North America,High income,Not classified,90.34878,105.6444,35.4206,11.800666863066938,,99.70296173095704,0.7051239115198272,80.742960441162,0.8630794635230129,81.55327971445139,0.34565624623309704,1.8980746621454505,0.34550748219049104,81.55327971445139
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend,71.43808,96.05856,17.35866,6.236852052600039,99.9360920576376,95.17103321517054,-0.02719568926435333,60.24274621114494,-0.17126629258054016,58.47847320451037,-0.4490243633118126,-0.3995952665708931,0.33482075214108525,58.47847320451037
VNM,Viet Nam,East Asia & Pacific,Lower middle income,IBRD,72.3219,140.529,17.333199999999998,8.069779000616059,,93.37317920810048,0.21665018021299964,67.06885404444289,0.263608127048971,68.1799130082323,0.6312911295401512,0.07032731567986948,0.08920593592689227,68.1799130082323
VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA,40.84812,84.93522,1.44797025,7.10333005214281,,68.0224125901593,-0.918641745323107,35.288020017637024,-1.1696632829245772,36.205633357338726,-1.630645330283188,-0.9410632631618162,-0.9372812553287275,36.205633357338726
ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD,70.92678,160.547,2.403398,9.56302431013146,,103.9336563743768,0.33197260992147387,70.29713649382461,0.4392235423977146,72.09764719471984,1.0637774208428676,-0.26292088471060304,0.516814091060879,72.09764719471984
ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA,21.0,96.20848,0.430789,3.7519360807539024,78.20232605976955,,-1.1877644639742742,27.754323827331916,-1.3065240985887343,33.1524600624246,-1.9591725064986292,-1.8513789728255952,-0.1090208164419791,33.1524600624246
