country_iso3,country_name,region,income_group,lending_type,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.ADT.LITR.ZS,SE.SEC.ENRR,DII_equal_zmean,DII_equal_0100,DII_pillar_mean,DII_pillar_0100,pillar_access_use_pc1,pillar_quality_infra_pc1,pillar_skills_pc1,DII_primary
EST,Estonia,Europe & Central Asia,High income,Not classified,90.22882,147.6866,35.71448,11.331320035175706,,112.627471923828,1.0625430284604034,90.74838492978591,1.3328971537460752,92.03425499072955,1.3383065846915982,1.791546310678155,0.8688385658684724,92.03425499072955
ETH,Ethiopia,Sub-Saharan Africa ,Not classified,IDA,16.166925,45.853475,0.2916535,1.7765258714642462,56.79870810981794,,-1.9917895051023358,5.24682085762634,-2.0166206573277923,17.311199439861255,-3.297452605745296,-2.3658317609869717,-0.38657760525110857,17.311199439861255
FIN,Finland,Europe & Central Asia,High income,Not classified,91.29292,128.9874,33.0709,11.313484165637588,,142.88661834716785,1.1590466572720808,93.44986262134981,1.5603999679042575,97.1095244411913,0.927136894198464,1.6599902450119965,2.094072764502312,97.1095244411913
FJI,Fiji,East Asia & Pacific,Upper middle income,Blend,68.5638,110.3036,2.399428,5.433730819178027,,92.95205219357322,-0.41583576734081473,49.36333666044249,-0.48336711753031225,51.51594050709003,-0.19772784504232077,-1.3245274350365202,0.07215392748790422,51.51594050709003
FRA,France,Europe & Central Asia,High income,Not classified,84.30362,111.4748,46.41126,10.449902233054862,,104.2512145996094,0.7815690729276886,82.88293072740215,0.9702720512852462,83.94459635815382,0.30239425393614683,2.078749442262081,0.5296724576575105,83.94459635815382
GBR,United Kingdom,Europe & Central Asia,High income,Not classified,94.10444,118.692,40.56598,10.537984868945951,,115.7169174194336,0.9348636500586436,87.17418780712435,1.1940416543649526,88.93658309315194,0.7675492881792804,1.8206412380971067,0.9939344368184712,88.93658309315194
GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD,71.85004,144.1118,25.55276,8.139089871464666,99.80560131498994,108.2993475690142,0.5410925214835808,76.15114201572355,0.6832238031575697,77.54095159480589,0.7020297113265525,0.4829297247409229,0.8647119734052338,77.54095159480589
GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA,53.110299999999995,127.2816,0.322027,3.8155677825148104,,73.4891037843599,-0.7398944935486774,40.291787430770235,-0.9384532639273292,41.36360536045212,-0.25918574729944277,-1.84024658779695,-0.7159274566855951,41.36360536045212
GRC,Greece,Europe & Central Asia,High income,Not classified,77.53808,109.7228,39.981759999999994,9.106045570210425,,105.00602874755842,0.5335868122025917,75.94103068175988,0.6808602008069758,77.48822293363573,0.057837001512070274,1.4245076866772226,0.5602359142316343,77.48822293363573
GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend,67.58096,97.44064,26.81658,6.292234376056702,,105.22241891985932,-0.014887190009336294,60.587304613388525,0.03529100172003752,63.086477414976336,-0.5320302831884351,0.06890544026583714,0.5689978480827106,63.086477414976336
GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD,47.9327,120.379,3.8620275,4.6593651498036825,,50.49638576933122,-0.9106424646154512,35.511948160509874,-1.2261326305038704,34.945881227602776,-0.5781381058066157,-1.4533257488130287,-1.6469340368919674,34.945881227602776
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified,92.67294,200.355306,38.29974,11.233027072037313,,104.0057745813288,1.3930341627875606,100.0,1.6899677337742247,100.0,2.659718066650838,1.890450878836131,0.5197342558357051,100.0
HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA,45.8036,74.37056,3.99754,4.623264724823004,87.99880531473492,57.7861385092891,-0.9662154720680425,33.956263242388715,-1.5073706403234997,28.67185475092901,-1.7322709076114615,-1.4560965165134603,-1.3337444968455772,28.67185475092901
HRV,Croatia,Europe & Central Asia,High income,IBRD,79.20418,111.408,27.48698,10.101429678568865,,105.4271240234374,0.4651300478007898,74.02468386511319,0.6017664179727338,75.72375131061229,0.14777168459723578,1.0802409317915938,0.577286637529372,75.72375131061229
HUN,Hungary,Europe & Central Asia,High income,Not classified,83.80018,104.9584,33.80362,10.448279940678397,,102.18158111572282,0.5451281604891762,76.26411381667101,0.6838420918647664,77.55474475072272,0.13287000013243427,1.4727861064617638,0.44587016900010146,77.55474475072272
IDN,Indonesia,East Asia & Pacific,Upper middle income,IBRD,53.98216,125.61,4.06009,7.550006110192276,,96.07085292305828,-0.23483275603777393,54.43025075644261,-0.25832655837159385,56.536280493825075,-0.27263126540031996,-0.7007868416965773,0.19843843198211567,56.536280493825075
IND,India,South Asia,Lower middle income,IBRD,37.22755,82.4976,1.7276520000000002,6.132411895340297,75.30826377419896,78.46845814844772,-0.9116920876628831,35.48256550120364,-1.211707489712358,35.26768593427717,-1.797065423276185,-1.1772001578078384,-0.6608568880530509,35.26768593427717
IRL,Ireland,Europe & Central Asia,High income,Not classified,91.80884,105.8306,30.465960000000003,11.565575863243817,,139.3253753662108,0.9617365700909287,87.92645582925302,1.3144777847301958,91.62334464129502,0.39388648516546104,1.5996737005348054,1.949873168490321,91.62334464129502
IRN,"Iran, Islamic Rep.","Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,IBRD,75.17562000000001,140.094,11.295573999999998,7.896849572087056,87.83994499540026,,0.14125967259814226,64.95840724586022,0.15282418549193869,65.7084782865712,0.7066263668144129,-0.2641112368177295,0.015957426479132692,65.7084782865712
ISL,Iceland,Europe & Central Asia,High income,Not classified,99.50878,116.7202,38.44422,11.226481724584987,,112.9833526611328,0.966168739186382,88.05052790907057,1.2206570503893568,89.53033533685245,0.8830146701257611,1.8957078176819742,0.8832486633603349,89.53033533685245
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,88.55922000000001,138.243,29.14268,9.378490920393745,,96.52106170654297,0.6207455553824325,78.38091199217745,0.7516749037521304,79.06799986883958,1.0644204034024025,0.9739363068571542,0.21666800099683445,79.06799986883958
ITA,Italy,Europe & Central Asia,High income,Not classified,74.52886000000001,132.47820000000002,30.050940000000004,9.915448556844524,,101.658610534668,0.5568375026016896,76.59189969259464,0.6956753524109537,77.81872823581342,0.5067490605147464,1.1555826213713838,0.42469437534673066,77.81872823581342
JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD,76.0491,104.3786,12.90232,5.1274903761271355,,83.94501332983955,-0.3460109709004443,51.31797952956977,-0.4349436189314422,52.59620100423027,-0.11348739464219185,-0.898790074705393,-0.29255338744674175,52.59620100423027
JOR,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,78.0405,70.83088000000001,5.488414000000001,4.839768795761878,,90.1115103440606,-0.6246428812132954,43.5180874515538,-0.7401288925920776,45.78794457948255,-0.8486848826422878,-1.3288383005180657,-0.04286349461587945,45.78794457948255
JPN,Japan,East Asia & Pacific,High income,Not classified,87.90675999999999,154.298,34.77202,9.978683232387278,,102.4866729736326,0.8922136815569731,85.98026442961067,1.0940334244641177,86.70553942062156,1.4252857240240637,1.3985907940242097,0.45822375534407966,86.70553942062156
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD,85.989,129.1678,13.59024,8.0756329482997,,94.59112816673496,0.21615590160088738,67.05501743891332,0.26760501390780195,68.26907796140723,0.772235421360034,-0.1079427336617653,0.13852235402513716,68.26907796140723
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA,71.72336,119.0794,4.493902,6.002089120358663,,91.87123283331182,-0.2693525886355939,53.46391862129033,-0.3147988383174356,55.27646294709453,0.1050491464606847,-1.0778357356774493,0.02839007426445785,55.27646294709453
KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA,55.894125,121.194,1.6964739999999998,5.054475670798671,80.72972385434217,52.233772702483975,-0.7507115708190056,39.988979201758035,-1.142833942664384,36.80415839757812,-0.31989462999456614,-1.4557761817137806,-1.6528310162848054,36.80415839757812
KNA,St. Kitts and Nevis,Latin America & Caribbean ,High income,IBRD,71.64070000000001,132.5598,42.79566,8.854213806784568,,118.1739516440898,0.7653041600861812,82.42761832373795,1.003452149637418,84.68479792512437,0.4220059201472253,1.4949274177736296,1.093423110991399,84.68479792512437
KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified,96.6851,137.3496,43.20346,8.655388087966589,,98.1352279663086,0.8355133604202866,84.39302201664213,1.0108503374082594,84.84984114237452,1.287116351657351,1.4634068613768052,0.28202779919062176,84.84984114237452
LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA,52.40648,61.32496,1.5534452,4.531836152455594,,62.06396246382876,-1.2135281328262084,27.033107666723478,-1.5395935639148288,27.95300641354569,-1.8432456950510914,-1.5969879513950203,-1.1785470452983746,27.95300641354569
LBN,Lebanon,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,81.98034,74.25544,7.4182375,5.614936234153849,,65.48667558244126,-0.6891307063252212,41.71284527504135,-0.9087161168582899,42.026999501846994,-0.6492961911459251,-1.0368954466655962,-1.0399567127633482,42.026999501846994
LCA,St. Lucia,Latin America & Caribbean ,Upper middle income,Blend,62.33496,92.88764,14.26636,6.009298592371966,,88.37081718444826,-0.4202307018928028,49.240306907113236,-0.5057717090899946,51.01612541902757,-0.7973582436028163,-0.6066103437384176,-0.11334653992874984,51.01612541902757
LIE,Liechtenstein,Europe & Central Asia,High income,Not classified,94.87955,125.3352,46.30328,10.865624319549138,,117.54378509521474,1.1028238916647641,91.87598867571211,1.398853587403228,93.5056507360534,0.9482313577571558,2.1804225983731955,1.0679068060793329,93.5056507360534
LKA,Sri Lanka,South Asia,Lower middle income,IDA,37.84756,136.3242,8.489518,6.039834490855292,92.2519989013672,91.31217245910294,-0.2625865609069843,53.653323653975804,-0.433419418563026,52.630203781711636,-0.5029594673069041,-0.8762235870206401,0.07892479863846592,52.630203781711636
LTU,Lithuania,Europe & Central Asia,High income,Not classified,83.80294,133.47899999999998,28.41506,10.675896423090688,,105.6612579345702,0.7084022354060848,80.83473231496096,0.8893457670547583,82.1392441931085,0.808789515015303,1.2724807465300512,0.5867670396189206,82.1392441931085
LUX,Luxembourg,Europe & Central Asia,High income,Not classified,97.90888,134.5256,37.581900000000005,10.78320683021798,,107.0662200927732,0.9790952084965822,88.41238547755991,1.2136430510702512,89.37386282638467,1.25692455169733,1.740348723725262,0.6436558777881609,89.37386282638467
LVA,Latvia,Europe & Central Asia,High income,Not classified,88.16408,110.6738,26.32864,9.898871815829986,,106.658596801758,0.5159766147710638,75.44805900710767,0.6663199201851061,77.1638496184555,0.3992699380918604,0.9725391688916115,0.6271506535718466,77.1638496184555
MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified,86.8324,200.355306,29.75726,8.452261418878264,,90.14524657450404,0.9107171682972695,86.49824242961527,1.0694371241417455,86.1568303768129,2.4844372160516897,0.7653716249061387,-0.0414974685325921,86.1568303768129
MAR,Morocco,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,82.215,133.9144,5.506614000000001,6.116523520274527,,80.66390785372623,-0.1513863020076131,56.76621197135717,-0.21791296572478216,57.43785119703912,0.771451167595999,-0.9997802317908915,-0.42540983297945395,57.43785119703912
MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD,63.5024,121.8074,23.251420000000003,8.669365898047166,,96.38780723588876,0.1652061740676732,65.62875446811007,0.21431556722740566,67.080264971248,-0.0770267655878674,0.5087011219299619,0.21127234534012254,67.080264971248
MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA,12.156208,51.66106,0.10549428,2.481672377671174,,33.8582734836392,-2.0217277038519734,4.408744849048667,-2.5981172384225837,4.338824374969311,-3.2801994224905253,-2.193518347502659,-2.3206339452745666,4.338824374969311
MDV,Maldives,South Asia,Upper middle income,IDA,78.6674,153.4602,13.16538,6.890861082253406,,73.28620666130115,0.0488877044630547,62.372589341232434,-0.00962740724550589,62.08441056305749,1.1281497735557358,-0.43288895676247763,-0.7241430385297758,62.08441056305749
MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD,70.40812,99.04572,17.48876,5.748089935322148,95.51133922059452,102.14794311523448,-0.046134429529381675,59.712583926448495,-0.12272794320794618,59.56129586170741,-0.40914950676600503,-0.5189806001175304,0.5599462772596969,59.56129586170741
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA,55.7668,38.051925,2.289972,6.145698518818862,,90.86330189211525,-0.9757014209075671,33.690718003428834,-1.1510286675577943,36.62134555167836,-2.2938869743050323,-1.1467766011254072,-0.012422427242943516,36.62134555167836
MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD,81.77358,103.89088,25.31716,7.04018454481181,,84.78798828125,0.013991382156757281,61.39571792832368,-0.007507252408982913,62.13170825083277,0.046753143578877165,0.18914527863134986,-0.25842017943717577,62.13170825083277
MLT,Malta,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,86.66116,126.3876,41.30136,9.230446281878354,,103.5723495483398,0.7378464683173761,81.65898047365238,0.9161919842214906,82.73814573351775,0.7265268194296913,1.5198648494152227,0.5021842838195579,82.73814573351775
MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA,45.1809,131.11499999999998,1.2477604,2.624133220035293,92.81345613536996,,-0.6283107560854444,43.41541066867452,-0.809300394558165,44.24482515887201,-0.4063175873017912,-2.102036277081486,0.0804526807087824,44.24482515887201
MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD,78.60884,188.5648,29.684379999999997,6.701203704613453,,92.19345703124998,0.6505128676858598,79.21420428507611,0.7704845378808378,79.48761648686266,1.9582463700916508,0.311769871077204,0.04143737247365867,79.48761648686266
MNG,Mongolia,East Asia & Pacific,Upper middle income,IBRD,64.89786000000001,137.1548,10.628858,7.521352593666348,98.5085526277136,93.4604812190166,0.13037251327064284,64.65363717234167,0.0609746542906943,63.65944376596615,0.3285312231568631,-0.3926534481011535,0.24704618781637327,63.65944376596615
MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA,27.95236,116.8834,0.3538584,2.653307795753036,,36.37880552010596,-1.4138216522803737,21.426184059465612,-1.8722160683731743,20.53266376125765,-1.2606027492534915,-2.1374712979570862,-2.2185741579089453,20.53266376125765
MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD,67.03182,152.2732,24.45656,7.85807996612388,,91.35154419001285,0.3151357613786876,69.8258135882027,0.37207329642452897,70.59961916706766,0.7508259018269561,0.3580468166898676,0.007347170756763124,70.59961916706766
MWI,Malawi,Sub-Saharan Africa ,Low income,IDA,13.654478,51.08124,0.06464482,2.972444878865409,,37.441459257690056,-1.9481647393719164,6.4680322552869445,-2.497949934627674,6.573416763492264,-3.248974407506956,-2.0693295407985386,-2.1755458555775276,6.573416763492264
MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,89.81862,133.4314,10.007078,8.86713653907738,95.19666544596356,75.37044449838028,0.1996963534668281,66.59425650541357,0.12773888468331662,65.14886032614842,0.9881985537488392,-0.07659004576064873,-0.5283918539382406,65.14886032614842
NAM,Namibia,Sub-Saharan Africa ,Lower middle income,IBRD,54.37386,104.817,2.879484,5.3435545946639715,,81.18236255857582,-0.6703381157522749,42.23891631324634,-0.8275541912996518,43.83760849520213,-0.7535960047811554,-1.3246496757916064,-0.40441689332619396,43.83760849520213
