cluster,High income,Low income,Lower middle income,Not classified,Upper middle income
0,0.0,0.1891891891891892,0.6756756756756757,0.02702702702702703,0.10810810810810811
1,0.9259259259259259,0.0,0.0,0.0,0.07407407407407407
2,0.17647058823529413,0.0,0.17647058823529413,0.0,0.6470588235294118
