cluster,East Asia & Pacific,Europe & Central Asia,Latin America & Caribbean ,"Middle East, North Africa, Afghanistan & Pakistan",North America,South Asia,Sub-Saharan Africa 
0,0.10714285714285714,0.03571428571428571,0.14285714285714285,0.14285714285714285,0.0,0.17857142857142858,0.39285714285714285
1,0.15053763440860216,0.5268817204301075,0.13978494623655913,0.11827956989247312,0.021505376344086023,0.010752688172043012,0.03225806451612903
