country_iso3,country_name,region,income_group,lending_type,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.ADT.LITR.ZS,SE.SEC.ENRR,SE.TER.ENRR,DII_equal_zmean,DII_equal_0100,DII_pca_pc1,DII_pca_0100,DII_primary
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Not classified,76.37156,82.36024,7.649987999999999,6.28393354233457,97.52714209753088,90.27185481309856,45.50283930588554,-0.2036274479589091,51.69404954358926,-0.6758418950469205,50.56321344191582,50.56321344191582
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,99.5323714,143.677,10.832324,6.170207884657968,,102.36492127889508,25.73415509499514,0.14391251621661055,61.572563103474344,0.24075417592463103,61.7968844594725,61.7968844594725
ROU,Romania,Europe & Central Asia,High income,IBRD,78.37752,117.6974,29.4503,9.947857895481809,,85.72251281738282,54.28681640625,0.3577508056489009,67.65072578842148,0.8942077221854231,69.80551813839357,69.80551813839357
RUS,Russian Federation,Europe & Central Asia,High income,IBRD,85.42668,164.19580000000002,23.17016,9.454406557321075,,95.23604747527062,65.72258177458787,0.7204443442760814,77.95996618876244,1.5769413528715328,78.17300436558232,78.17300436558232
RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA,24.00496,79.34986,0.17075732,4.400570375472146,77.3433354695638,43.39859769096805,7.01389761349002,-1.4136201011511054,17.301087398137117,-3.862769195065441,11.504685940995138,11.504685940995138
SAS,,,,,39.06,85.38,2.258,6.058817377724913,75.49080047607421,77.25242309570314,28.70551414489744,-0.8798524542362074,32.47295676972344,-2.279248317428741,30.912092488077548,30.912092488077548
SAU,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,Not classified,97.3794,141.1636,29.173520000000003,5.542392468878175,,108.2549024160678,73.16045638843977,0.61176010912276,74.87071372464695,1.430165746072406,76.3741434142846,76.3741434142846
SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA,49.69776,112.1022,1.0830478,3.4227316915790142,,44.94934618382337,13.73400097334412,-1.1781813303657165,23.993224503127834,-2.967726019892238,22.474207734545544,22.474207734545544
SGP,Singapore,East Asia & Pacific,High income,Not classified,92.39956,158.5326,26.99414,11.884377845578529,97.39999961853027,103.888831298496,93.64626795383091,1.1364135512562368,89.78351995299325,2.8873421497495735,94.23309006687582,94.23309006687582
SLV,El Salvador,Latin America & Caribbean ,Upper middle income,IBRD,55.23502,167.711,9.341476,4.889514957636673,89.3081012344734,65.43462109175309,29.89380069280808,-0.2638966306754419,49.98095177044286,-1.1263207833631304,45.04220828821162,45.04220828821162
SMR,San Marino,Europe & Central Asia,High income,Not classified,78.13285,114.2926,33.11164,11.00499826037498,,61.17597626851877,52.4444053230265,0.26846913133461264,65.11297381375213,0.6742832800532562,67.11015547006599,67.11015547006599
SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD,78.76993999999999,123.6458,25.348059999999997,9.157414372335824,,93.22682189941403,68.41526336669924,0.4324472319056171,69.77390509357694,1.0498581015803483,71.7131470397777,71.7131470397777
SSA,,,,,27.820000000000004,84.57376912070653,0.5087681702320473,6.769013383810931,67.741796875,44.53789367675784,9.161225080490112,-1.3053517451889756,20.37851886710687,-3.3967731250799442,17.21586746519988,17.21586746519988
SSF,,,,,26.639999999999997,80.64,0.484,6.674311340143683,67.7458526611328,44.53970031738282,9.161492586135862,-1.3389236774477051,19.42426663071683,-3.4761602137830714,16.24291060254691,16.24291060254691
SST,,,,,65.05999999999999,113.1,14.422,9.57932126989025,87.6716522216797,74.90329742431639,21.75532760620118,-0.17204873586043665,52.59164627439551,-0.551804542964541,52.083397578975635,52.083397578975635
SUR,Suriname,Latin America & Caribbean ,Upper middle income,Blend,68.23166,140.482,16.095,8.12055978253102,,72.80599272883393,6.012283814325748,-0.23452553299331166,50.81579903012406,-0.7054516002218161,50.20032110864512,50.20032110864512
SVK,Slovak Republic,Europe & Central Asia,High income,Not classified,86.24336000000001,134.7452,30.93478,10.144325663559512,,91.44275970458985,49.52264633178708,0.560689733087994,73.41908382831342,1.328016440048606,75.12221605512978,75.12221605512978
SVN,Slovenia,Europe & Central Asia,High income,Not classified,85.47524,122.175,30.86038,10.787150096122147,,110.2677185058596,78.84451751708983,0.8257536439169398,80.9532891205644,2.0554688819097837,84.0377696687568,84.0377696687568
SWE,Sweden,Europe & Central Asia,High income,Not classified,93.59196,127.767,39.96886,10.382503157561825,,138.3967193603516,79.49662017822263,1.1971555505864269,91.5100571167445,2.9865387406694297,95.44882936987726,95.44882936987726
SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD,80.99918,157.12439999999998,26.50118,11.597143322868227,,98.2244548682594,29.57800105921556,0.6306361566637463,75.40724854311892,1.4009146963080046,76.01564671068955,76.01564671068955
TEA,,,,,71.47999999999999,125.14,25.808,7.088389773256413,96.2348617553711,88.25254364013672,51.06103057861328,0.22183190312323622,63.7873521910001,0.39706305115337864,63.7125837920944,63.7125837920944
TEC,,,,,78.67999999999999,128.44,20.369999999999997,9.256322097862505,99.27833251953126,98.7663589477538,76.46897888183591,0.5771735439135576,73.88762145144754,1.3588135293514843,75.49966079931262,75.49966079931262
THA,Thailand,East Asia & Pacific,Upper middle income,IBRD,74.91207999999999,172.7048,15.57184,7.49986599314908,92.04666392008464,83.48453014101946,44.101752235054235,0.3051966561238521,66.15692095379467,0.47791507203126943,64.70349465502679,64.70349465502679
TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA,43.4976,116.804,0.06149615,4.363072195836086,,91.0216710881583,36.45771883173983,-0.6905816008420306,37.85281199351326,-1.747778833085708,37.425706862020704,37.425706862020704
TLA,,,,,71.64,106.92,15.342000000000002,7.612537255026152,94.28389739990232,97.31690979003906,55.11701812744138,0.10606944867005032,60.496907655349986,0.17727439125278577,61.01888525147569,61.01888525147569
TSA,,,,,39.06,85.38,2.258,6.058817377724913,75.49080047607421,77.25242309570314,28.70551414489744,-0.8798524542362074,32.47295676972344,-2.279248317428741,30.912092488077548,30.912092488077548
TSS,,,,,26.660000000000004,80.64,0.484,6.674311340143683,67.7458526611328,44.53970031738282,9.161492586135862,-1.3387983688024279,19.427828417213753,-3.475791206883496,16.24743309859977,16.24743309859977
TUN,Tunisia,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,IBRD,67.66318,127.1366,11.23448,6.020993855162282,81.23666890462239,,33.06409568786622,-0.288874182728377,49.270987127288784,-0.7194028746671302,50.029336274258704,50.029336274258704
TUR,Turkiye,Europe & Central Asia,Upper middle income,IBRD,77.50694,97.6434,18.94762,8.814088565232282,,113.3481552124024,112.18259201049824,0.567371307701408,73.6090016283471,1.5070188697484777,77.31604436213993,77.31604436213993
TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA,18.19666,83.87024,1.86117,3.6232975409962647,,33.3768762724304,5.141265413880734,-1.6894951535446905,9.459585047841363,-4.1212293971779435,8.337034481846372,8.337034481846372
UKR,Ukraine,Europe & Central Asia,Upper middle income,IBRD,73.9219,128.60219999999998,16.6774,9.01227802066365,,84.84249585091902,81.0046426402646,0.3332928547488371,66.9555303446789,0.759825136847185,68.15854429463883,68.15854429463883
URY,Uruguay,Latin America & Caribbean ,High income,IBRD,85.41334,135.28879999999998,31.18418,7.830651703658712,98.8216451053375,119.1147385328602,67.7489810920313,0.7535438154323659,78.90078913963679,1.8766516446516617,81.84621105396053,81.84621105396053
USA,United States,North America,High income,Not classified,90.34878,105.6444,35.4206,11.800666863066938,,99.70296173095704,85.59451293945311,0.8492853310816347,81.62215634363292,2.189446427009661,85.67977939698594,85.67977939698594
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend,71.43808,96.05856,17.35866,6.236852052600039,99.8650897417852,95.17103321517054,18.55163100447616,-0.15304094509600014,53.13192577651088,-0.6169695031880243,51.28474509921227,51.28474509921227
VNM,Viet Nam,East Asia & Pacific,Lower middle income,IBRD,72.3219,140.529,17.333199999999998,8.069779000616059,,93.37317920810048,38.97776723621613,0.14618241507506405,61.637082954323716,0.2529651641811664,61.946540593965594,61.946540593965594
WLD,,,,,58.84,105.7,15.75,9.29930469070278,87.01894836425782,76.55929107666013,39.86992568969728,-0.15619821552206026,53.04218318017365,-0.4620927160957733,53.1828929634142,53.1828929634142
ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD,70.92678,160.547,2.403398,9.56302431013146,,103.9336563743768,22.656179181068374,0.15679968322222215,61.93886933336492,0.1811732523345305,61.06666913809987,61.06666913809987
,,,,,88.64,127.24,34.168,10.949727452516257,69.25581817626954,104.459225463867,78.94442901611328,0.6050201571705855,74.67913660081753,2.0079806767610573,83.45576098385203,83.45576098385203
