country_iso3,year,IT.NET.USER.ZS,IT.CEL.SETS.P2,IT.NET.BBND.P2,IT.NET.SECR.P6,SE.ADT.LITR.ZS,SE.SEC.ENRR,SE.TER.ENRR,DII_equal,DII_equal_100
CHN,2010,-0.0007468949286400496,-0.5748370745570127,-0.058009151618386046,-0.3998539827860606,0.6282646781263732,0.3200417071591954,-0.42120287891566904,-0.07233479964574284,31.675986959470382
CIV,2010,-1.1478544074422121,-0.4428282173443369,,-0.40092909122684,,,-1.0997350628041542,-0.7728366947043859,14.074968935381065
CMR,2010,-1.0897730144035502,-1.021203157051031,-0.820863032593412,-0.4011308731099936,-0.7747533980742736,,-0.917287316516716,-0.8375017986248294,12.450174387840189
COD,2010,-1.2197301313275564,-1.627258692643239,-0.8233416097398982,-0.4015815098956827,,-1.6979585651905147,,-1.153974101759378,4.498397596244312
COG,2010,-1.0643624049491358,-0.1253648211078561,-0.822882900537351,-0.4016698611413437,,,,-0.6035699969339217,18.328014101071314
COL,2010,0.07911502049952014,0.23805036388192868,-0.3400598403264092,-0.38560495246815807,0.5256620202893786,0.6644140623477401,0.1663167134503007,0.13541334109632872,36.89592825508405
COM,2010,-1.0607323178842194,-1.4454897492955385,-0.8192280382502606,-0.4016698611413437,,,-1.0500657034919203,-0.9554371340126565,9.486896231876903
CPV,2010,-0.15684063872004375,-0.3614610807440768,-0.5652273128863453,-0.36602164652338287,,0.04835034449730849,-0.7123561292581166,-0.35225941060577615,24.64251830271354
CRI,2010,0.07911502049952014,-0.45874308301353245,-0.1112136878074466,-0.24411166971839118,,0.5725096607159982,,-0.032488751864770384,32.677170553874376
CUB,2010,-0.6686829148732517,-1.8172606932124125,-0.8206557558031988,-0.40153581204624583,,0.3810585726595761,2.047924196001771,-0.21319206787896036,28.136765531969044
CUW,2010,,0.9361140006558991,,-0.4016698611413437,,,,0.2672220697572777,40.20779339814615
CYM,2010,1.1499907046498488,2.2050314170330463,2.0298009735715357,2.2576899805012074,,,,1.9106282689389096,81.50050414844966
CYP,2010,0.6777163775042293,0.778896759700497,1.0724844882627511,0.010563240884043378,,0.3447442119137065,0.41164739771261444,0.5493420793296402,47.29642429046329
CZE,2010,1.25235915988049,0.7896217976728848,0.9459208675046181,0.06099141055612359,,0.6156031698709695,1.0129068856634835,0.7795672151914284,53.08112922057989
DEU,2010,1.7308046350364674,0.4660301329170122,1.8266752867175753,1.187425053234531,,0.8497895741685405,,1.2121449364148253,63.95020512427191
DJI,2010,-1.00991109897539,-1.6144681759596438,-0.7524193129059815,-0.3951580381886128,,,-1.2050906407715605,-0.9954094533602378,8.482539900703047
DMA,2010,0.47660955410786254,1.464572068714837,0.16486661713444692,-0.3356912329271577,,0.9911399739401531,,0.5522993961940283,47.37073070961821
DNK,2010,1.9747464857988475,0.6107727004680904,2.2941615756570966,2.0032854444260133,,1.3774443542653123,1.2864704345509823,1.591146832527724,73.4731189831826
DOM,2010,-0.10601941981121467,0.03867145352448148,-0.49775755503556285,-0.38393526301646047,0.3011086674969393,-0.16099286862968085,,-0.13482083091191635,30.10594443663373
DZA,2010,-0.7921058750804081,0.0392645117682939,-0.6197164804699559,-0.40112583636781773,,0.6939047941877299,-0.2241928115236113,-0.2173286162476282,28.032829392883585
ECU,2010,-0.19205248324973248,0.20864967186397898,-0.7031512017129161,-0.3856988021598737,0.43654403270190617,0.3491592991847568,,-0.04775824722864674,32.293504692276905
EGY,2010,-0.46176795217301864,-0.21892032713266857,-0.6900920106720815,-0.3981892871543295,-0.724331484723695,-0.6582145366875749,-0.24812952316761858,-0.48566358881585525,21.29056542188963
ERI,2010,-1.2237232270989642,-1.876055260486889,-0.823013571048533,-0.40115566358186855,,-1.1526796745600036,-1.1784443007884706,-1.109178616260788,5.623942228200677
ESP,2010,1.1427305305200157,0.47393757616784027,1.0386615928460188,-0.08810355635741618,0.7824616543004775,1.5155642233364912,1.4271074829354373,0.898908500535552,56.07973369142726
EST,2010,1.4440277569080742,0.8016874653918207,1.3159258219412069,0.40928979959156536,,1.0749787914740583,1.1495512181699101,1.0325768089127725,59.43832318503601
ETH,2010,-1.2186411052080814,-1.8469820002426298,-0.8229702055279389,-0.4016196811443515,,-1.8478112737255106,-1.084041388478356,-1.203677609054478,3.249532555432007
FIN,2010,1.9083158925108779,1.535534555129596,1.5572056343439382,1.139180240288689,,0.9893953670441955,2.0349745334213063,1.5274343704564337,71.87226079680752
FJI,2010,-0.5198493452116806,-0.27710593038667897,-0.6142496329101029,-0.38004542569546357,,,,-0.44781258355098147,22.241620987329856
FRA,2010,1.5594645255724149,0.051448336685230696,1.9314026300425382,0.019421891612468926,,0.9073730605657332,0.6493174878900129,0.8530713220613998,54.928015173336156
FRO,2010,1.4839587146221547,0.7852136252859289,1.9267029587839557,2.1816340546820197,,,,1.5943773383435147,73.5542896288179
FSM,2010,-0.5198493452116806,-1.4375595835066333,-0.7473586512191918,-0.3594230473027662,,,,-0.7660476568100679,14.245552311653178
GAB,2010,-0.7739554397558263,0.10808653509619108,-0.8039090422163009,-0.3981477355652998,,,,-0.46698142061030895,21.75997911175176
GBR,2010,1.8397072469839586,0.7481758882202684,1.6653635739360548,1.5903846823244392,,0.7960891988509985,0.8289230513413105,1.2447739402761715,64.77005113628526
GEO,2010,-0.2693733377324512,0.30126900932001516,-0.4399466860066441,-0.3872724332200541,,,-0.15178465889458784,-0.1894216213067444,28.7340288106404
GHA,2010,-0.9627199671314774,-0.4637011408219539,-0.8066016918448898,-0.40036203109172813,-0.7565782132544426,,,-0.6779926088288984,16.458049519100225
GIB,2010,1.1136898340006849,0.1625047415370198,1.9103032348624562,7.401056713277298,,,,2.646888630919365,100.0
GIN,2010,-1.2095658875457904,-1.1447251462919128,-0.8229478280514286,-0.40152419021736324,-3.464702110561022,,-0.9545682373952359,-1.3330055666771254,0.0
GMB,2010,-0.9118987482226483,-0.2754449128532436,-0.8218542210996209,-0.39538154442915624,,-1.3789351360144055,-1.2709541926725152,-0.8424114592152648,12.32681280216285
GNB,2010,-1.1569296251045031,-1.036363634456067,-0.8191598602666889,,,,,-1.0041510399424196,8.26289620797722
GNQ,2010,-1.028061534299972,-1.255983781732588,-0.8151752677340833,-0.4016698611413437,,,,-0.8752226112269967,11.502390081791365
GRC,2010,0.36589189862791316,0.491842936172589,0.8345779590630438,-0.3048520673728089,,0.9597195750966704,2.342719726528432,0.7816500046859732,53.13346200610475
GRD,2010,-0.2657432506675348,0.4642123298708448,0.23596756697683463,-0.2659532431605745,,1.3049222774241354,,0.2946811360887411,40.89773802903725
GRL,2010,1.0410880927023576,0.2827501407871849,0.9685104023520557,1.0180703842014793,,,,0.8276047550107694,54.28813466932652
GTM,2010,-0.8647076163787355,0.812367058288054,-0.6770958640017888,-0.3905991059595615,,-1.1291196086482387,-0.7661606123572878,-0.5025526248429264,20.866206502065314
GUM,2010,0.715832291685851,,-0.6758374328651264,-0.16521705737724404,,,,-0.04174073285217314,32.4447025402023
GUY,2010,-0.1604707257849602,-0.31949255291568696,-0.701028980824023,-0.39964864615821344,,0.41404549806009905,-0.9398192409855636,-0.3510691081013913,24.672426195870695
HKG,2010,1.3677959285448307,2.3944919395198427,1.675851864671672,0.27595643452746726,,0.2119956901035338,0.7994708120114333,1.12092711156313,61.65823904872189
HND,2010,-0.8432901026957289,0.5626690873588861,-0.8223629236692499,-0.39261876421284303,0.020856907946400927,-0.6041993300106278,-0.6387025822695516,-0.3882353867932449,23.738575273042173
HRV,2010,0.8069474770152518,0.58459633660328,0.7715990891658024,-0.2232731216738808,,0.6246562186602034,0.7284262243387678,0.5488253706849041,47.283441316065435
HTI,2010,-0.9420284708614542,-1.0918588892017498,,-0.401360902243773,,,,-0.8117494207689924,13.097236258766035
HUN,2010,1.1136898340006849,0.7160916644554137,0.9484017044233469,-0.14770431532688397,,0.7411372328062461,0.8615533679912809,0.7055282480583481,51.22080421048807
IDN,2010,-0.8494612507060867,-0.069769587194634,-0.747540251756675,-0.3992350564579658,0.46410024666234684,-0.24810185841215165,-0.48893552111746397,-0.33413475414037574,25.097923787521303
IMN,2010,,,,-0.3113900658913699,,,,-0.3113900658913699,25.669413558850945
IND,2010,-0.9736102283262266,-0.6444975595399548,-0.7509790356044184,-0.39915981688188745,-0.9421147831108826,-0.6500306401680276,-0.6652540527160267,-0.7179494451924892,15.454082217966414
IRL,2010,1.2897490566491285,0.3242187727778786,1.0083921074052877,1.051248429711911,,1.3456355010785044,0.9475641459853203,0.9944680022680051,58.4807900257932
IRN,2010,-0.6686829148732517,-0.4326121642248761,-0.7189041067678162,-0.3998702748527727,-0.04338132315389809,-0.12139297891195223,0.2031620541721055,-0.31166881551606596,25.662409613246957
IRQ,2010,-1.155114581572045,-0.31624322997066273,-0.8225195684610952,-0.40162108067428776,,,,-0.6738746151695226,16.56151944706622
ISL,2010,2.144271551730442,0.4169494506704924,1.9871518662789291,3.131491996678731,,0.9972672969118951,1.5038033958158203,1.6968225930143852,76.12835943028998
ISR,2010,1.2044420106235942,0.8027554246814442,1.1429959323026684,0.27134714553790434,,0.5351286648799948,0.9014995699315522,0.809694791326193,53.838123618897285
ITA,2010,0.7027639782521521,1.5185380966479312,0.95913562257666,-0.21098731326837006,,0.7187386574397489,1.0290505175546434,0.7862065932004608,53.247952198262105
JAM,2010,-0.24142166733259507,0.6115679893007889,-0.47575425095835966,-0.3642031851008694,,0.2716430100044249,-0.4179912386452088,-0.1026932237886365,30.913192205749855
JOR,2010,-0.2584830765377021,0.04242976132243268,-0.49427373949457526,-0.38382166688067976,0.4775853642239569,0.1916837471032425,0.0298840929441699,-0.05642793104559357,32.07566764971978
JPN,2010,1.593224335276137,0.16643119611674123,1.3548413924848353,0.43564716685326016,,,,0.8875360226827435,55.79398544566543
KAZ,2010,-0.09875924568138182,0.5995250441199299,-0.4004637161281382,-0.3965429264759402,,0.6106967461984824,0.3541792200777322,0.11143918701844739,36.2935465613104
KEN,2010,-0.9845004895209757,-0.6551135293295723,-0.8219902168132186,-0.39930351798171,,,,-0.7152269384113692,15.522488729445138
KGZ,2010,-0.6541625666135862,0.1637681146541061,-0.7889722751945983,-0.39889980240702194,,0.20686687613398755,0.1912239163171394,-0.2133626228516622,28.132480117225988
KHM,2010,-1.200127661177008,-0.7417772895556027,-0.8032034365210663,-0.40062549449832163,,,-0.8946679776448211,-0.8080803718793639,13.189425867521068
KIR,2010,-0.9166178614070395,-1.7975288955970268,-0.7596209450412149,-0.4016698611413437,,,,-0.9688593907966562,9.149644633779005
KNA,2010,1.0410880927023576,1.861375751155101,1.7283915693168357,0.47116882821966266,,1.0387368033586248,,1.2281522089505166,64.35240859353392
KOR,2010,1.792516115140046,0.34635052486496637,2.0632963657646735,-0.13615865684126474,,0.5644864742898228,2.3419684876661964,1.1620765518140734,62.69217206824271
KWT,2010,0.9830066996636957,1.052862401296,-0.6953836440073111,-0.2802444487223734,0.5901550300387859,0.6442230676743801,,0.38243651765719616,43.10270572947139
LAO,2010,-0.9917606636508084,-0.5828672195134572,-0.815734659615144,-0.40095260771333047,,-1.3104358247457237,-0.7331870866993563,-0.8058230103229699,13.246145002360313
LBN,2010,0.33975527176051534,-0.7282619239073482,-0.2856181607102199,-0.37673658642420443,,-0.43920289411320307,0.1897588163006649,-0.21671757951563256,28.048182482731164
LBR,2010,-1.1623747557018778,-1.1393444492752574,-0.8229664114030935,-0.4009236436023612,-1.4657926110563204,,-1.0101481896824658,-1.0002583434535628,8.360705252529401
LBY,2010,-0.7376545691066626,1.7926627960099737,-0.7316104130852278,-0.4000384184149539,,,,-0.019160151149217625,33.012068921866216
LCA,2010,-0.06608846209713456,0.6162942772208241,0.15831655266255493,-0.3307814217231741,,0.5546676891733444,-0.8849537236485302,0.007909151931314085,33.692220245910946
LIE,2010,1.6582028937381401,0.22176057633446125,2.6451058424804796,5.357972055349378,,0.9995292699908167,-0.033052752199058,1.808252980949036,78.92819235052049
LKA,2010,,-0.12979798828669672,-0.7338087784736066,-0.39644753862311427,0.3972619796277877,0.3788720458596227,-0.7628417983061077,-0.20779367970035248,28.27240703173223
LSO,2010,-1.1057453974891824,-0.8950249031089369,-0.8217010150916234,-0.40091123537063633,,-1.051981193701256,,-0.8550727489523272,12.008681487398034
LTU,2010,1.0091433265310934,1.5686640156459968,0.9721702508757252,-0.13323783205367407,,0.856432258027953,1.7957110275307773,1.0114805077596454,58.90825127594187
LUX,2010,2.0437181400322584,1.2366195667254458,1.8934450064279242,1.4086181078824602,,0.6691313762649813,-0.6775402133285778,1.0956653306674153,61.023504062274995
LVA,2010,1.2378388116208248,0.4788456443924921,0.8739274713779351,-0.05728205949995581,,0.7720946949101931,1.1618823542333871,0.7445511528391461,52.20130527014851
MAC,2010,0.7578686998975827,2.5119901839164873,1.0981443658313879,-0.0829956670366446,,0.33423949227993305,0.9576136502424573,0.9294767875218674,56.84780152108906
MAF,2010,,,,-0.4016698611413437,,,,-0.4016698611413437,23.40101669281127
MAR,2010,0.6417785155615572,0.21933153701402017,-0.6961164324701041,-0.3992909920723966,,-0.720313364220148,-0.8299238187025457,-0.2974224258149362,26.02036861903493
MCO,2010,1.4766985404923219,-0.4147227099967812,2.5837235507982617,0.876966230141287,,,,1.1306664028587723,61.90295136548457
MDA,2010,-0.16845691732777615,-0.42329137910565273,-0.21297794571693768,-0.3815649114289014,,0.21483955787595635,0.04389183514443387,-0.15459329342647962,29.609135689142303
MDG,2010,-1.1841552780913758,-1.2290802966493106,-0.8213518639049492,-0.4012602544400804,,,-1.2053880478710652,-0.9682471481913563,9.165028022756271
MDV,2010,-0.2828046598726417,1.094399200900925,-0.4703922044300571,-0.3638927843752238,,-0.4585636259866664,,-0.09625081475273281,31.075066082693482
MEX,2010,-0.11872472453842188,-0.19150785719646427,-0.06075526614822665,-0.3812643134248557,0.5080728143067731,0.1882475304009165,-0.3532417533996156,-0.05845336714284207,32.02477594263692
MHL,2010,-0.9917606636508084,,,-0.372571262774573,,,,-0.6821659632126906,16.353188581181012
MKD,2010,0.6381484284966408,0.366141855530114,0.20930061699564423,-0.36976790903051143,,0.11898806898470755,0.043972414157681716,0.1677972458557128,37.709615834491096
MLI,2010,-1.1732650168966268,-0.9587139050852193,-0.8192239935854493,-0.40100503075329824,-3.125233834668603,-1.7099691772403263,-1.1368173049625114,-1.3320326090274333,0.024446821985362507
MLT,2010,1.0410880927023576,0.43028758052174565,1.615378394434929,2.1046352355818647,,0.8581439207871268,-0.0035306104449422285,1.0076671022638468,58.81243452035824
MMR,2010,-1.2367915405326633,-1.991465985310391,-0.8195087248880424,-0.4016389702378459,,-1.1787558182396525,,-1.1256322078417191,5.210524414459102
MNE,2010,0.11541589114868382,2.1869669992617577,0.014280634925649979,-0.3698868340676518,,0.6284324761483246,0.6643163222791263,0.5399209149493152,47.05970532476781
MNG,2010,-0.8755978775734846,0.09239889480776657,-0.5907389952463056,-0.38784532225463153,0.8123631255460741,0.3348646949972382,0.6925803735286461,0.011146413400757647,33.77356063610017
MNP,2010,,,,-0.20568804949427674,,,,-0.20568804949427674,28.32531371973784
MOZ,2010,-1.0944921275879416,-1.3052712390756092,-0.8171747322271925,-0.40048463327784284,,-2.1454556805537344,-1.1694812898950726,-1.1553932837695655,4.462738808856334
MRT,2010,-1.1006632755982995,-0.15879194687306653,-0.8093156291830123,-0.39899025674542654,,-2.3218006279368066,-1.1671385323822079,-0.9927833781198033,8.548523444738473
MUS,2010,-0.21746309270414715,0.09062199233013805,-0.22383385882103962,-0.35564660200090215,,0.1745192788953904,-0.13934433919298786,-0.1118577702489247,30.682921097894205
MWI,2010,-1.1638267905278443,-1.541240252498598,-0.8227424425923319,-0.4013634345606953,,-1.8247520286909618,-1.2903277684304286,-1.1740421195501434,3.994162639373232
MYS,2010,0.7978722593529609,0.6658294102288853,-0.22395421625571066,-0.33471113549182485,0.5110044977412365,-0.18944697139248973,-0.009209562809922637,0.1739120401961621,37.863257967594585
NAM,2010,-0.8247766586646554,0.08121940607383701,-0.7867270768452456,-0.39162075989597,,-0.5316691597273919,,-0.49071484981188523,21.16364594249542
NCL,2010,0.2787698090699204,-0.10090400886786591,0.37220072041159824,-0.2164084956467501,,,,0.08341450624172564,35.58939013439718
NER,2010,-1.2157370355561483,-1.515272935984097,-0.8225994808851684,-0.4013953268698858,,-2.607846544305198,-1.2889074874054465,-1.3086264685009907,0.6125564390846762
NGA,2010,-0.8284067457295718,-0.8286523693857502,-0.818472185372946,-0.40074291151898284,,-1.5197916602049728,-1.0027561415066222,-0.8998036689531409,10.884759147255743
NIC,2010,-0.8828580517033173,-0.4497926752649657,-0.7187690116880835,-0.39454317572503406,,-0.40803762133481447,,-0.570800107143243,19.151400054659447
NLD,2010,2.047348227097175,0.5794837655359343,2.266422052618634,2.7555874501076927,,1.588671273458721,0.9684924408210729,1.701000868273205,76.23334401157213
NOR,2010,2.144271551730442,0.5832784293948088,2.062657734478664,1.9567069110498179,,1.1534505794190932,1.2727941338238264,1.5288598899827752,71.90807882250284
NPL,2010,-0.9580008539470861,-1.2547999374987715,-0.8053215636196642,-0.40034055667611734,,-1.001418962265781,-0.8540157164373241,-0.8789829317407908,11.407907155183292
NRU,2010,,-0.6162329944258597,-0.04885216148668097,-0.4016698611413437,,,,-0.3555850056846281,24.558958416099962
NZL,2010,1.6749012942367552,0.4425577510833757,1.2330756939523628,1.7014514373724725,,1.384387545946368,,1.2872747445182668,65.83793892756782
OMN,2010,0.05471357524915244,1.4222399802772137,-0.6657077581593455,-0.3676190539411979,0.1486705224586786,,-0.3284383312883717,0.04397648909935495,34.59845883863088
PAK,2010,-0.9554597930016446,-0.8878173140308833,-0.7908982397767523,-0.4008641596863451,-1.7016952045349547,-1.9886762970575942,-1.0815739948437633,-1.1152835718474197,5.470547306538725
PAN,2010,0.20979815483650943,2.143067055696816,-0.24052096682124346,-0.19799790062303518,0.5678753094858726,-0.38846531789959043,0.25437493333165234,0.33544732400099736,41.92204133682054
PER,2010,0.016314514276467094,0.2555285401708281,-0.5608461385127085,-0.38599784210451826,,0.5208294771604051,,-0.0308342898019053,32.71874105752907
PHL,2010,-0.33834499196586215,-0.05777890385135244,,-0.394218640929907,0.7437655800635778,,-0.3319747978906034,-0.07571035091482942,31.591171858829643
PLW,2010,,-0.22649147681995555,-0.7169685627163723,-0.4016698611413437,,,,-0.44837663355922386,22.22744849981541
PNG,2010,-1.1994016437640245,-1.4507272943223082,-0.816798856777473,-0.3994875814799865,-0.8973557957867114,,,-0.9527542344261007,9.55430756125787
POL,2010,1.0164035006609264,0.7815325741174397,0.4357854712724898,-0.16692209911574063,,0.6739291884642606,1.4334093889531954,0.6956896707254286,50.973597203355546
PRI,2010,0.3985626822121604,-0.2243646472559398,0.39221935495381804,-0.2577296607357352,0.44357980455736495,0.1817288883782915,1.94613473426451,0.41144730805349566,43.83163943865942
PRK,2010,-1.245866758194954,-1.9797202509275806,,-0.4016698611413437,,,,-1.2090856234212928,3.113649185213756
PRT,2010,0.6889696474054698,0.6037514362022689,0.8226568417242005,-0.1557403232112988,,0.9486156821747509,,0.5816506568590782,48.10821917558737
PRY,2010,-0.5271095193415133,0.32567301521481234,-0.6956431903120098,-0.3916406220201965,0.5549770653856628,-0.34147691332102015,0.02481218297841887,-0.15005828305940652,29.723083702378723
PSE,2010,0.1117858040837674,-0.5462271268641458,,-0.3960700717114692,0.604812552586928,0.2597549085569932,0.29526728377224415,0.054887225070719615,34.87260522116421
PYF,2010,0.5328759036140661,-0.20601392550488015,0.15242968221844205,-0.3065226710023697,,,,0.043192247331314576,34.57875374776405
QAT,2010,1.2588933165973397,0.8876695494755383,-0.12499011090795345,-0.29395498591557867,0.6962753501474694,0.5966698091266222,-0.9871701904866806,0.2904846768623939,40.79229655200297
ROU,2010,0.20362700682615156,0.6900061907429118,0.3790373502041354,-0.34258014361481004,,0.7587929983583618,1.3853665321630093,0.5123749891132933,46.36757823624728
RUS,2010,0.5328759036140661,1.7333342490906856,0.06973511826080563,-0.37578118928991394,0.895617746264619,,,0.5711563655880525,47.844536505898226
RWA,2010,-0.9554597930016446,-1.237446735169296,-0.8202134053866703,-0.4003488437372555,,-1.8720280789719421,-1.1271489447501897,-1.0687743001694996,6.63915303746513
SAU,2010,0.2424689384207567,2.6384183857774293,-0.2662889204536666,-0.37899652583996807,,,-0.2751972179477321,0.3920809319913639,43.34503413960832
SDN,2010,,-0.8581030509874694,-0.8202204958314611,-0.40132776131841,,-1.599282138153638,-0.8004820952613368,-0.895883108310463,10.98326831478702
SEN,2010,-0.9554597930016446,-0.51852835294817,-0.7723794062469838,-0.40011175640078606,,-1.694657705919772,-1.0599866670893376,-0.9001872802677825,10.875120415782098
SGP,2010,1.331495057895667,1.286041087043122,1.3350683853603111,0.4034515667235048,0.671650819621493,,2.0379741525858504,1.1776135115383248,63.08255831855143
SLB,2010,-1.0643624049491358,-1.5265751264236427,-0.784598060264463,-0.398828400765861,,-1.1755109640014498,,-0.9899749912809105,8.619087803976688
SLE,2010,-1.2248122532184393,-1.288688330786947,,-0.4009397581090975,,,,-0.9714801140381613,9.08379556565333
SLV,2010,-0.6686829148732517,0.8644016704845957,-0.5868531694983558,-0.3807066102784313,0.005026533099634019,-0.5299801761795208,-0.38405680749873433,-0.24012163924915203,27.46012514825093
SMR,2010,,0.25051140376340614,0.7786731587954459,0.9638914133403603,,-0.587535899152704,1.066228995631091,0.49435381447551985,45.91477286648001
SOM,2010,,-1.8988780049569012,,-0.4016698611413437,,,,-1.1502739330491225,4.591369130826567
SRB,2010,0.23883885135584026,1.0716084952096008,0.14244083389880677,-0.3904542374310606,,0.3442494769203859,0.43953527755536315,0.3077031162514894,41.22493215823326
SSD,2010,,-1.6692749378015903,-0.8233399295419226,,,,,-1.2463074336717566,2.1784029600014745
STP,2010,-0.5652254335231351,-0.7350264234928986,-0.7969956947936366,-0.4016698611413437,,-1.2008166445864006,-1.1830076904936078,-0.8137902913385037,13.04595674056317
SUR,2010,-0.09912225438787352,0.1344333179965799,-0.5978834780690219,-0.3851467393217412,0.602467295301777,-0.4043647797891276,,-0.12493610637823453,30.354310951996155
SVK,2010,1.5024721586532277,0.47793674286940857,0.5083192477181036,-0.1943717759940779,,0.47010066298108744,0.7637192715335139,0.5880293846268773,48.26849297813346
