country_iso3,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
BRB,52.88696542897456,57.77039026078077,57.4214555110586,29.92949280620944,60.749910936451535,44.195621585879984,57.47843306506035,48.556539476169995,54.48794392647641,53.091843543805425,50.39977086169871,39.90310064311071,46.298536389346374,27.55291227671578
BRN,40.51809215613468,47.143615794200066,47.31621069158403,24.946624402918214,51.04603405785004,34.48425931505846,49.62412270963957,42.73014835886379,49.30487054005564,49.01177986439094,44.730229177212244,38.57131531685753,43.093536072421834,28.200346694373028
BTN,18.256761823967736,26.54812348091654,22.726629270310102,13.108092833138862,39.28277279188802,24.65658894804548,34.98826885083544,26.926888472912854,33.29280149890885,38.677462690508115,32.8364078194667,28.452732085997052,31.190949745829517,21.69656240702456
BWA,25.021357928886427,34.09713914824022,36.01799723360557,19.844095394112788,47.280421898479034,30.647883691887163,40.95826109446617,33.52462043199974,39.50006764926447,43.32710142294333,42.018512040929686,32.97165507652667,44.18412882139553,27.434978617158297
CAF,1.4837841422824678,4.609565623516508,2.9111858879352788,3.3377286332427905,21.406636397569795,6.491310753577885,5.449625023969853,0.0,4.528156576073532,13.940542775180957,12.287672000060338,9.373320359158988,18.55374789085083,22.645021837666956
CAN,61.53139859044082,65.19769528224741,66.70627256147237,37.1631252860163,67.69555489441572,50.044897053159964,68.4146665620097,55.16439396334493,63.58117129562062,59.38885129324169,53.86631128041623,43.41933643869035,48.5971133024564,30.693469064457435
CHE,69.9367167370604,76.29970974707167,78.08770575448702,45.46014271097925,83.16176478323156,61.62219357039761,82.46906037736862,62.3961866420841,75.89349365435004,71.71519249838705,67.67744810131477,51.60975684339966,54.43640330995798,35.869749130943646
CHL,39.7630085521157,48.66241448182772,48.682036671946314,27.731623028930326,54.996417614988644,41.47853533579719,54.45973792254466,47.43315586835076,54.030562874525145,51.75021233676404,48.57169634606986,41.71656770793695,47.48790369067836,30.131408708240997
CHN,34.384781974253734,39.055750540734905,40.743677238910564,20.069694328057704,46.10904091348685,31.455011096191487,44.63759349038004,39.7597119030907,47.94921892399296,49.17153793291436,48.357732603990044,40.0088162958065,47.56425225402122,32.30017377141226
CIV,18.365367099892364,24.820694018197276,23.61928681927675,9.806297378969353,25.393408148054732,18.103189668416864,22.298424313291623,23.49385332205415,24.410373763224957,27.81885132701081,24.349150900608564,15.649097369538431,27.411539318635512,19.734679277888798
CMR,14.477537039339532,19.549947388459216,20.705315343637707,8.300273080270411,31.237654787376762,15.374277128237267,24.183143309057925,19.726463267208292,21.85196167135847,29.31120587385645,23.10412395090936,11.639574342188633,19.554343369824608,13.581309187771861
COD,6.280700326405486,12.244410371904662,14.60537353594382,2.7767751680358965,23.248981480938387,6.943477879794813,18.851598506618327,9.792588447429559,13.017958999324698,19.77488764211185,8.821854680196086,6.808682576086383,16.92009462702866,10.099255970460925
COG,19.85222102306555,25.395618772740562,23.000502821504433,11.126471331290684,33.627600011948,19.0681690968545,27.62918073096937,19.11531952537231,31.486543461130783,35.28063718635595,22.677036787882006,15.941118188793036,24.183553241072406,15.000412722125928
COL,37.946611344045536,43.821677904959074,44.131132970711384,23.206371063483612,52.66229981229095,36.43728372777951,48.609818937537305,42.46744099288322,48.70014376989294,47.6543983822684,44.52534875989343,38.957534143472,45.1866963596991,28.94344602666858
COM,11.759423936358997,18.38298998447112,19.037496102770447,6.703512989353223,30.00563792497339,11.543923005094861,19.298228839839165,12.176067724647856,17.205920597194254,23.72955222086799,19.902298410786194,17.925017445052582,24.07895018558425,15.706499110112587
CPV,27.824688523161083,34.893113937138324,37.35581497600983,19.03841905916702,46.10598687019364,30.839284309129212,41.25871612976844,35.1621390878007,38.44887245710348,40.27696248146629,35.66576351134109,29.686185035207867,36.41035041206882,21.905585054215567
CRI,33.93358573125245,44.258161619520884,46.75598831622634,27.53487350863591,56.97799585722735,41.906125179367386,58.1064183060128,52.440177370938656,60.60887365434683,56.127315997611916,54.64129687090281,47.3247614565639,51.80887282665915,31.515437937129185
CUB,18.327277652340015,24.28124947511691,31.79186437765662,9.349389175271906,33.359537788755944,18.313909684024015,28.685125119143283,25.034270497185073,29.000647103007132,39.2246675457473,29.797410051461558,23.355446542129567,31.61308235738617,19.407339664253037
CUW,41.32366800534179,50.266286836723054,50.89115894263262,29.12423135779426,58.83197728137072,42.579072476761354,53.2178713651835,44.88495947430114,46.998882010447744,45.437588684822785,49.89541064367985,34.06514522668436,40.78153459772007,28.838966880242484
CYM,81.8457517792007,78.91407411675225,77.93013809233233,42.423337484625,80.33927594511245,62.346812508618314,71.79891238689993,61.46290822776855,41.572979683665785,67.8276467185683,55.90530357270661,43.77179682482242,51.38020964667329,24.00961352276772
CYP,48.95904491529971,55.403643290761536,59.88191044073863,32.16897952208166,65.44898758684408,47.22995749593957,62.202957340821406,54.04804819861143,60.47822650167781,56.786629923225604,56.22365799132161,47.65771893238107,52.55674329161006,42.017969563335335
CZE,52.80604587326193,58.57319757458459,60.49982317177746,34.70555492727085,65.30511851022966,46.104166982064335,67.48975934766523,52.36048199052751,62.00943160389151,60.57185866151741,56.04097210756686,44.70621569827231,49.69406357047797,31.242520280246644
DEU,64.62298595947843,68.68169183665935,69.84796928075716,40.04537566417768,72.30214656068091,53.45695411104271,72.17598224335462,59.33272050604176,70.74766935742163,66.93070583120186,63.42045457572601,49.04822417143968,52.37197750392675,34.177650106117724
DJI,11.48303534910458,17.649771529587547,17.720749101521,5.8925947364058455,27.07873132171892,11.58814525331458,20.80317624810234,19.803286780947076,20.76882086207452,28.293400094380072,19.65713630033931,14.902759506474364,23.55887974834531,14.571527451190263
DMA,48.352926693577395,53.48442679008569,52.95792105069768,25.898305093743833,51.12866291850755,37.75754075758975,56.24853160061958,43.24267854147614,43.041246714568274,49.85562936181919,50.05942786530976,36.53878909104242,41.161391659565524,29.968190637664794
DNK,75.47068210311102,80.91993254300844,81.91915234338461,47.67575459330203,82.7481631045958,64.25073742293092,93.13456955091911,68.32802809607722,91.0450961019605,100.0,86.40448562209797,60.2720798171769,60.89994352387082,39.2249956346749
DOM,31.41034523114569,37.07553852112425,38.58811805672598,19.31241650000057,44.83336308416742,28.87974629937592,40.50726899791851,34.01593965166921,38.950997538703625,41.22627343457869,35.09080216707118,29.612784401243836,35.67648076767041,22.796020700938808
DZA,29.40977039346783,36.17132453121742,31.019586984022286,14.96764166373698,40.85842133241439,25.77737239077366,38.06434319649025,31.1678164762679,34.266687250561624,37.68502289285122,33.18659821267068,28.181818067380547,38.464652084311865,24.56221563280236
ECU,33.557080050169056,40.15098257143166,43.01558160912251,22.578564275706697,50.476419289102225,31.647249370048304,42.881839915293405,35.87420073515422,37.386023183366454,39.41912868495233,37.528837975446926,31.7296721535966,38.70246693180864,23.283642799372974
EGY,21.783322494463743,31.966045044971995,31.769565708012447,14.78748009929775,39.27401192693752,23.227102678773676,33.383055489156824,26.226085715933372,28.937947641145932,34.86681562592949,31.17988689537977,26.029297576301563,33.38012758042407,21.170054543748208
ERI,7.726821432352934,14.409995734489883,13.645199272360717,2.264569640559701,16.312743249594426,3.8752559111132676,10.749101685002666,4.411076015378282,5.760501985793226,18.856015937406774,11.251040401577798,7.053828979546994,12.217886950507731,11.076275801172136
ESP,54.7287307598198,59.24607132270903,61.48361631022361,33.67544719993591,64.74610699282893,47.7114436858754,62.24468476558721,52.75861240211383,61.929748619455026,58.546851833430594,55.94668598090231,47.06433979453949,52.047958531784666,33.31025697618772
EST,59.618450822570836,63.93742499412423,68.15072260346585,38.10551567796062,69.89675959203414,53.30916143635223,73.72977057909995,60.20514224672774,71.93280610874888,69.39767816360981,63.63609980406997,51.026571537630296,55.615190857348885,34.654275722265496
ETH,4.465159239565769,12.272437062900687,12.213711907266832,1.0583571394145492,24.928911551916812,6.681859404955814,13.384295354774498,10.617773688444231,16.43231940937955,18.2338287440229,8.86042372060297,5.260528333447057,19.148697986353387,22.64623987237466
FIN,69.89427425272471,75.39560588225457,76.95078982656933,45.75521198423871,79.15647246280358,59.46215459546587,75.99271746157777,63.56076441227317,74.80816655112315,69.18428110162003,67.61436645293705,53.612816242445874,58.10636947539629,37.19397230036625
FJI,23.69279005380553,33.32248853577465,34.577873053807316,16.038041809975997,41.507109220882086,26.27196290323343,38.38415754254576,30.270264837051048,35.999448325890995,39.123492755478196,33.82806513386206,28.27963826240269,35.93431183224215,26.794739562433772
FRA,56.77397997378384,61.86945482456336,63.444492686150866,35.176934376583205,66.27602403868717,48.50697233446098,65.82645682419918,53.75708587157022,62.24281658851042,59.187397325745806,56.22138702411647,45.85266812587426,50.71124326939574,32.495106649367585
FRO,74.04783382712714,76.12418326737138,77.44217197953324,44.15850071226951,76.35969500441007,54.412604670777384,65.82725285150136,54.0607699273042,53.66139435109661,50.01883120802032,47.820716775534166,38.78057172394331,43.68616796470272,23.32631316938135
FSM,15.845948351001663,22.004829567923444,22.49442380107956,8.63678679688817,37.00244235570732,12.314135602301342,19.965144414976805,13.940867788440665,27.048784710518685,23.150000432749547,13.211250010561606,8.803494443906594,17.735261782367747,22.657841319643342
GAB,23.22013684028332,34.80402153839163,36.24955949106514,18.993057568930986,45.96497039014211,29.174716137849316,40.380848626374984,31.15976236675938,36.802911619727055,36.463719026236724,35.203490497077496,30.86764257224438,35.09667369482708,21.845341421036206
GBR,67.47828986549641,69.5965753770154,70.2867096191498,43.80793773686081,76.91648307057845,58.35555163656038,74.45983771435135,60.44347330465125,68.43899216553427,63.27525337618274,59.10666633996053,47.91186785848501,52.59364486791971,33.45083181839756
GEO,29.832025860222956,38.13408447072423,42.65602906921009,25.97331356870477,57.78830507640767,39.01868811411693,53.45189472330133,48.35587669264166,55.98488984253952,53.600317680156074,50.12167464960417,43.02044545246371,49.183467356813246,31.29848235846281
GHA,18.017154734901737,24.449797627767634,25.594422362551665,12.666180244636898,35.729034834356014,18.99776571017397,32.395304457807676,23.288753307686473,30.456080727692676,30.555534597732493,30.969531896673125,25.302397662703985,32.0255995491188,19.046216250960047
GIB,100.0,91.73905957556092,96.76984683285971,100.0,99.93074826088854,77.86626818388734,85.19974688863523,64.41337999881414,70.33135392298824,59.55889283083413,55.74502443643097,45.44766790841886,44.97837271034608,20.50527161011779
GIN,0.0,16.10984390993755,15.64337062284552,8.089336407504947,21.15579247566896,16.110538505335793,24.97011063405285,19.762441440347107,13.237999985146645,27.89785035218464,20.997893705991093,14.656797573839933,23.510213980734513,12.665632816990389
GMB,16.07636521994216,24.665549747520153,24.895004863551666,11.397175745909335,36.07718360404391,16.474140674310508,31.470385115891354,25.32616152586146,23.897307137155977,30.344700262112216,23.980758468018966,19.24613647928539,27.014166129402174,17.419301421127116
GNB,9.97494382215601,15.549311553550377,17.856927083712456,4.15964935167066,28.33532700586045,12.659191070193538,21.784592318008915,16.33048197925661,16.34614457457012,22.69010838734264,19.074948614402885,15.61278438209828,24.055974410076416,16.766421528371005
GNQ,13.153980503312493,20.495852057661487,20.283016225339413,7.142495230876053,27.788793486488327,11.244302867658492,19.098080835867425,12.889237966536065,12.350304382464724,25.66092755793452,18.39495263692411,14.304115460405766,22.76175277089995,20.956782846069448
GRC,46.309734304597164,52.24935087173361,54.93560103331355,30.067665243051085,58.77079423168235,43.194380682965345,57.45280183826246,49.072340690932066,55.6263197123406,53.66633845592386,49.8683010992296,41.63319860067191,48.160611083917864,30.711964239002576
GRD,42.00073651511716,45.2267797167153,42.155206855915374,24.77515179940202,52.47210347988063,35.40293780299721,46.77944530234249,38.20880664396334,47.310271187763874,45.14263787845549,42.97448812700719,32.72482072966319,40.274175532148924,24.346918410000328
GRL,55.14123430670408,57.16093027773187,57.90745645150051,31.268157363001713,59.523555024656346,40.94091653445992,53.297778478380685,42.03145884036617,45.61830254799853,46.351359878699895,45.01855033627296,38.03898730599556,44.71459757418319,23.03322354457043
GTM,23.643020527346184,32.4108130519327,31.390808082020456,14.738106749445212,37.62587496826602,21.92398298553243,29.89134061198943,24.42143013933865,30.846156103306722,30.924343881124194,23.749182701444276,18.798378142561877,26.903452110193772,16.96997561808184
GUM,33.70545616180554,47.09827510402669,48.123277363144034,20.767606574900054,46.838499522191235,39.87915400847511,51.39213734339248,44.33820288778209,33.98784766696106,30.645883127621094,24.117024591320657,19.709009616944154,27.8992858379953,22.72117479221178
GUY,28.981636878401527,35.64453129281181,36.39199406331293,13.949979160669256,37.523478694436896,20.804611243465892,30.81031100286965,26.57826733083469,33.09122296196088,37.24111730402613,34.41868968622773,28.644962173182893,38.11633296860635,24.94817849469503
HKG,63.95904753644022,70.36987952536691,75.82515810959049,42.954718972045946,77.56895824745189,60.85873871365376,79.24291490346344,68.97078790980508,84.44769677617667,79.52248545760492,80.82986552852714,68.61778050987574,69.63103200624865,50.053107392963
HND,26.191117981712598,30.62659532918638,30.086528387740174,13.080625420436315,35.919630985316914,20.11058386336089,28.647029482202935,18.588028535981984,28.534827495685594,31.309929735049053,18.50976039498169,14.482371919732834,25.758470846064906,16.122865759561016
HRV,47.38156920385156,53.12536515903192,53.82162406732491,29.31583503321645,57.487291340945035,40.26459146572825,54.23365792814062,46.28276350912809,55.13889906186685,53.7005016599133,47.89566345217736,39.08602437790351,45.08002956211244,28.855972097893773
HTI,14.71906279545315,20.55780082387941,23.06255588626588,9.259082532874597,30.002482944936855,14.134045079074287,22.293358226865358,16.201263881517107,17.711432035023112,26.767936175609396,19.01769752747914,14.713947666073308,23.059367900147624,22.645418493669055
HUN,51.36171403911055,56.43841961180473,56.92178308843406,32.20016519184135,61.706635277830394,42.085941762017896,58.314616047609135,48.27806120811667,55.33403758940641,54.34595175105643,50.907967541167196,41.16702356928491,47.305752565736135,30.573348392983103
IDN,27.13195042128216,34.16558011560163,32.66584996540616,16.06087854400142,44.61292429598357,29.192667689946145,41.61665743455793,34.61116488912979,38.684273915180945,39.03643865128811,38.25251920192225,30.133866780925207,36.25921461320361,23.140855405250125
IMN,27.05661130018781,37.65539252411188,41.423284276818855,23.365748187608034,51.065090218855836,35.536527752537296,49.718447249468,34.09880550613803,40.48370359931411,41.91636075179983,37.26922687152478,32.62927377469594,38.222133927825645,24.402368610925272
IND,16.815369003016404,24.525112166384993,24.294919340832198,10.222191274198087,33.206472012335404,16.94723414759968,26.592768469024687,19.98612228116326,22.52950576823056,29.326384919237558,22.12957374356989,20.53931975953949,27.367337375501744,17.266993534218848
IRL,59.48694925314461,64.98048181263458,67.7666029517883,36.46953312775395,68.13773815596845,49.21342545183464,68.83229751785332,57.16873707067993,76.09650964332295,69.56342908496957,65.0725422305087,50.079666608752916,54.3196501344178,32.223216469804164
IRN,24.93400838607379,31.473747979721573,33.32064596394043,16.782362991739245,43.40351788823194,27.680663855599658,39.464540755429454,34.86365995208908,41.99293575467643,45.59774016483396,40.81030458822434,37.345843351583476,44.16557520801032,27.29086839148168
IRQ,18.11869365092173,26.10498637156569,27.123646111027483,12.341620909107522,38.645133707504066,18.64741123225098,30.94136776262113,31.27483697483654,28.627281788533963,34.696328301408435,31.084932036420366,28.259452083323044,36.96492125468048,23.840939236760317
ISL,77.52573430640133,80.4485804223216,82.398204860896,48.779971380582076,82.95260906466042,62.32594363407304,100.0,66.30920624694106,75.07600887071175,67.28861093804609,61.79042389480419,49.08645875011914,52.811542857185934,33.54435765645556
ISR,54.24688862671183,58.881069287446266,58.90578646661551,31.873635404793877,61.22157139365277,45.0419338263975,58.04250798753885,48.67105934344946,55.90414121233489,54.00562906195422,51.91836045257627,42.472266339762506,48.757999094571154,30.617703290645203
ITA,52.922885518615615,57.70297589145284,58.23384119204703,32.012525596574946,59.89152288594657,42.699413700971675,55.83876378605266,47.84894571835016,57.2358509865264,53.59765719778123,49.254610238392424,40.585614878555354,47.32763303809489,30.2833843713803
JAM,33.75741201449714,39.862274594439064,34.95227137196781,18.46988939546523,44.26413974883524,28.71151194843222,40.75592888470682,32.85439814733565,38.49775995277901,41.10749285791684,35.74419917819985,30.745336790789025,36.82067703916046,25.08060891852091
JOR,32.98860373624507,40.33511604241545,43.83649576470727,20.858470347562008,46.89603495647335,32.64075454460729,36.58445183764958,31.797507100105637,38.225068055578625,36.52610988368133,30.623816791182257,25.887691100694678,33.761708124311674,23.011990702513042
JPN,56.61898207867101,61.140274113741334,61.76770084787135,34.91359047089473,66.2008055188626,48.78895409098403,62.8093265466825,53.53952903401821,62.31145095029953,59.41275209135419,57.75183428813396,46.3813879051037,52.529712285160116,34.478264106247245
KAZ,36.285404537686134,48.69893325040764,54.31789987898772,29.461534535150076,57.507580738997675,39.676021720114825,51.474674295685475,44.2861680233224,49.21551165010422,47.868646903418096,42.68677244313027,35.93242424421227,42.193224178211985,26.994809525027126
KEN,17.09905388840639,23.612543201037646,23.900445555686893,9.718497081442495,32.06271756290683,17.075926163840595,25.57095384668876,18.731835744814937,21.541677195048717,29.182303618691492,30.82937217839794,25.044027348755826,32.21124090018318,17.974885481396345
KGZ,27.478502329041614,34.87010419367703,35.65175690380969,17.447441690621346,44.1553602414781,27.434274698972487,39.28878822556274,34.790941594682494,41.311916783827016,41.61938660634812,35.29977141744249,28.981773758412423,36.037504930006534,23.720938878401352
KHM,15.34328768923667,26.175425728221864,30.727421381317928,15.056954524077748,40.62488981451592,22.95887592562849,34.589067359095814,21.36570649223646,24.381887670065066,34.432468278739705,25.954316327674103,19.582838586595475,26.480261333226007,18.072996340936587
KIR,10.845143267621413,16.968117369134635,16.8154626830125,4.7049141937950285,25.23526055268543,9.809363319347668,19.003451894011484,12.99691704867358,24.736327364042626,24.692821254556424,24.788228102361323,14.843092076698383,23.839129578978838,19.34132995802232
KNA,65.0176832893323,69.54037435599099,61.97090262024162,37.36440609645666,65.88733093344115,50.52150236935867,63.503927881156606,64.93213114600668,62.3997631142022,58.67846924709193,55.13225588899782,45.76314677887992,50.97400723530314,30.803278824765666
KOR,57.569823293592414,62.0423095099954,61.98953600572198,34.19638262339868,64.93599520994692,48.30730933838699,62.628445336518325,54.281614879298125,62.75939880961327,58.23460840669424,56.33769052291294,47.6123514380617,53.362178246342786,34.71467768289311
KWT,44.164553911750254,50.57585088110631,52.43942367498615,29.68051682475428,60.43052437156044,44.06684972399748,57.454630411133664,49.96603041590533,55.96049131732155,51.07358507119392,47.76775231375666,38.63971884994087,45.71171356289644,28.32111054573948
LAO,14.5069902743594,23.252348929952444,20.850816221990435,8.067821777904372,29.958875054557748,16.578757235792153,21.824679269631435,16.877805273048715,17.04164350529349,27.262545877616006,19.42501417084371,15.525935679954483,22.10828305229814,14.13223578202431
LBN,27.38645812174309,36.47793077843789,37.916951174274175,18.62352500030285,44.62672064055565,25.102314365307205,34.32288162696068,29.128080182553447,37.553262929834666,37.90616776246426,28.454627956912997,22.821717735292374,28.729611952026058,21.81600171351865
LBR,10.119699031687148,17.61653016467222,20.01722689738162,7.070896376990797,25.36817233964571,10.347414657916913,21.533839085819068,13.55112105188353,17.133723065961117,20.010810236661943,4.024507481597812,4.469610922366387,13.462793006212012,11.930352751868707
LBY,34.262234044160664,37.61115540164186,37.0701864755476,18.985252497113017,40.29821197674318,30.843609009115085,36.097555056593464,26.049188621490426,34.16280041561154,44.90028835092526,46.99580702271044,42.360191020373954,47.6033541522877,27.84624039900287
LCA,39.33282305608108,45.507823014413326,47.36156167884801,24.424518795318388,50.49769608475573,33.80946780198919,43.98930145111118,36.263249910438056,40.85584055140245,37.17803330105085,34.06822631192911,25.553681989068362,33.997460636327006,23.731146764248823
LIE,88.40179923931703,100.0,100.0,65.96922158776255,100.0,73.34547421417071,83.50985927488554,62.57446013896886,69.07883981475103,66.84264182466092,64.44598310234151,51.84525152738003,55.44377349436671,35.23005851725987
LKA,32.34823227397079,35.98039717892272,36.4440280687054,18.00404355947038,43.027608439800105,27.34656786921211,38.9412211627485,33.65446852982063,39.46123436510787,38.82786574735012,34.32540982169567,30.240224137089523,37.77693437657387,23.219525826220597
LSO,13.650823223957259,22.115575173506173,23.659186236129568,10.232820604129977,34.61444942357884,18.49543433199025,33.64106958983872,23.35234392615136,27.20780616921832,33.736965765754945,20.205411332330186,16.2726444069006,22.710486262897042,13.961175525901858
LTU,55.8077145070223,60.97397830884832,63.650726115536315,35.47534877887705,63.96813783680994,46.73840718950267,63.24821470177545,53.53955638590877,58.97425427942594,56.8326683458515,54.37524306942143,44.23614432148707,49.09416736451917,31.724338813263003
LUX,70.49542357300244,73.07584503606061,73.4210862918246,43.27429448428662,77.6788660621631,58.371367431292065,74.81002833277935,62.90491461309842,70.56345386799225,63.205058623238756,60.032646105306576,48.52926918921349,53.564893999605175,33.186213173964305
LVA,51.035292021012346,56.9104249975822,59.989807591716286,34.144160128796855,63.33139522629211,47.26443199397595,61.93590620785325,51.567983746160515,56.225591886442785,53.85856056350479,49.1472770033152,40.685914145076616,45.83793880289246,29.207748429083424
MAC,57.51437502864527,64.52005391916109,72.19446910396182,42.676186507677386,79.17986664246658,63.234521308043924,76.90789442415706,70.67340989856777,83.53081638659641,78.95179376195767,62.222546911132525,45.282459868747566,49.169198149682884,32.89280479623349
MAF,24.830548487458977,31.59534006058533,32.368081689106674,15.646399686967625,40.1216496483133,25.060702679998165,34.89976165212738,30.251840492818726,33.490300705338285,,31.504832278557288,27.66761586253646,35.861081493392824,22.748488259059677
